,TF,Time,Name,SlBuffer,WinPoints,SlPoints,PointsAfterSL,AppxPrice,AvgPntPerTrade,Target %,Target in Rs,Days,WinDays,SLHitDays,SLAboveATR,ATR,RBD,Win%,AvgEntry,AvgExit,AvgTime,Quantity,FinalAmt
0,10,9-15,NSE:HINDUNILVR-EQ,2.25,82.05,51.1,30.95,,5.86,0.5,11.15,14,7,1,0,,4,50.0,10:13,12:10,1:56,0,0.0
1,15,9-15,NSE:AXISBANK-EQ,0.65,22.85,19.25,3.6,,1.63,0.5,3.2,14,7,2,0,,2,50.0,9:45,11:17,1:32,0,0.0
2,10,9-25,NSE:ADANIPORTS-EQ,0.7,29.25,28.85,0.4,671.8,2.09,0.5,3.4,14,8,5,0,,1,57.14,9:52,11:48,1:55,744,297.6
3,15,9-15,NSE:SBIN-EQ,0.45,16.1,15.45,0.65,449.9,1.15,0.5,2.25,14,7,0,0,,7,50.0,9:38,11:17,1:38,1111,722.15
4,15,10-15,NSE:RELIANCE-EQ,2.55,93.75,89.85,3.9,2538.5,6.7,0.5,12.7,14,7,7,0,,0,50.0,10:40,12:47,2:6,197,768.3
5,15,10-0,NSE:ICICIBANK-EQ,0.7,28.35,27.25,1.1,695.65,2.02,0.5,3.5,14,8,6,0,,0,57.14,10:48,12:5,1:16,719,790.9
6,15,9-30,NSE:BANDHANBNK-EQ,0.3,12.85,12.3,0.55,276.8,0.92,0.5,1.4,14,7,3,0,,2,50.0,10:13,10:50,0:37,1806,993.3
7,10,10-15,NSE:UPL-EQ,0.65,25.4,24.15,1.25,626.8,1.81,0.5,3.15,14,7,6,0,,1,50.0,10:42,11:46,1:4,798,997.5
8,10,9-15,NSE:CHOLAFIN-EQ,0.65,29.4,28.15,1.25,614.15,2.1,0.5,3.15,14,9,2,0,,1,64.29,10:40,11:22,0:42,814,1017.5
9,10,10-5,NSE:BANKBARODA-EQ,0.1,4.75,4.55,0.2,95.45,0.34,0.5,0.5,14,9,5,0,,0,64.29,10:19,11:29,1:10,5238,1047.6
10,10,10-5,NSE:ADANIPORTS-EQ,0.7,28.95,27.4,1.55,674.9,2.07,0.5,3.4,14,8,6,0,,0,57.14,10:25,11:27,1:2,741,1148.55
11,15,10-15,NSE:HINDALCO-EQ,0.35,14.3,13.55,0.75,323.75,1.02,0.5,1.65,14,8,6,0,,0,57.14,10:46,11:24,0:37,1544,1158.0
12,10,13-15,NSE:ADANIPORTS-EQ,0.7,24.8,23.2,1.6,667.5,1.77,0.5,3.4,14,7,6,0,,1,50.0,13:27,13:57,0:30,749,1198.4
13,10,10-15,NSE:INFY-EQ,1.45,50.95,47.2,3.75,1455.0,3.64,0.5,7.25,14,7,6,0,,1,50.0,10:46,11:49,1:2,344,1290.0
14,15,9-15,NSE:M&M-EQ,1.0,36.65,33.3,3.35,989.2,2.62,0.5,5.05,14,7,1,0,,4,50.0,10:20,12:31,2:11,505,1691.75
15,10,13-15,NSE:ONGC-EQ,0.15,5.3,4.85,0.45,132.95,0.38,0.5,0.7,14,7,4,0,,3,50.0,13:50,14:17,0:27,3761,1692.45
16,15,10-0,NSE:LUPIN-EQ,0.65,24.9,22.8,2.1,616.25,1.78,0.5,3.15,14,8,5,0,,1,57.14,10:26,12:13,1:46,811,1703.1
17,10,10-15,NSE:BPCL-EQ,0.3,11.25,10.2,1.05,301.5,0.8,0.5,1.5,14,7,7,0,,0,50.0,10:26,11:2,0:35,1658,1740.9
18,15,9-30,NSE:ADANIPORTS-EQ,0.7,31.75,29.25,2.5,671.4,2.27,0.5,3.4,14,9,5,0,,0,64.29,10:23,11:23,1:0,745,1862.5
19,15,10-15,NSE:KOTAKBANK-EQ,1.7,62.0,55.5,6.5,1656.05,4.43,0.5,8.35,14,7,6,0,,1,50.0,10:55,12:21,1:25,302,1963.0
20,15,9-15,NSE:TATASTEEL-EQ,0.9,38.55,34.9,3.65,853.95,2.75,0.5,4.4,14,8,2,0,,2,57.14,9:50,10:30,0:39,586,2138.9
21,10,10-15,NSE:TITAN-EQ,2.05,84.0,74.65,9.35,2033.7,6.0,0.5,10.15,14,7,5,0,,1,50.0,10:41,11:26,0:45,246,2300.1
22,10,9-15,NSE:MARICO-EQ,0.5,17.45,15.25,2.2,475.4,1.25,0.5,2.45,14,7,1,0,,3,50.0,11:6,11:40,0:34,1052,2314.4
23,15,10-15,NSE:JINDALSTEL-EQ,0.35,15.7,14.25,1.45,311.9,1.12,0.5,1.6,14,9,5,0,,0,64.29,10:41,11:21,0:40,1603,2324.35
24,10,13-15,NSE:JINDALSTEL-EQ,0.35,12.0,10.45,1.55,308.5,0.86,0.5,1.55,14,7,5,0,,2,50.0,13:36,14:7,0:31,1621,2512.55
25,15,10-15,NSE:BPCL-EQ,0.3,12.8,11.25,1.55,303.35,0.91,0.5,1.5,14,8,5,0,,1,57.14,10:48,12:7,1:18,1648,2554.4
26,15,9-30,NSE:TATASTEEL-EQ,0.9,38.8,34.25,4.55,857.1,2.77,0.5,4.3,14,8,3,0,,3,57.14,10:30,11:22,0:52,583,2652.65
27,15,10-15,NSE:INFY-EQ,1.45,57.95,50.0,7.95,1455.5,4.14,0.5,7.25,14,8,5,0,,1,57.14,11:9,12:39,1:30,344,2734.8
28,15,10-0,NSE:HDFCBANK-EQ,1.35,46.75,39.3,7.45,1329.1,3.34,0.5,6.65,14,7,3,0,,3,50.0,10:40,12:49,2:8,376,2801.2
29,15,9-15,NSE:TITAN-EQ,2.1,84.4,72.9,11.5,2028.25,6.03,0.5,10.35,14,8,1,0,,2,57.14,9:45,10:31,0:46,247,2840.5
30,15,9-15,NSE:RELIANCE-EQ,2.6,105.1,90.65,14.45,2536.0,7.51,0.5,12.8,14,7,2,0,,4,50.0,10:31,12:52,2:21,197,2846.65
31,10,10-5,NSE:SBILIFE-EQ,1.1,39.45,33.1,6.35,1077.2,2.82,0.5,5.4,14,7,7,0,,0,50.0,10:19,12:36,2:17,464,2946.4
32,10,10-5,NSE:TITAN-EQ,2.05,84.6,72.3,12.3,2033.7,6.04,0.5,10.15,14,8,6,0,,0,57.14,10:20,11:18,0:58,246,3025.8
33,10,9-15,NSE:M&M-EQ,1.0,46.2,40.05,6.15,992.9,3.3,0.5,5.05,14,9,1,0,,4,64.29,10:9,11:50,1:41,504,3099.6
34,10,10-15,NSE:ONGC-EQ,0.15,5.5,4.65,0.85,135.65,0.39,0.5,0.7,14,7,6,0,,1,50.0,10:36,11:36,1:0,3686,3133.1
35,15,9-15,NSE:CHOLAFIN-EQ,0.65,26.3,22.45,3.85,613.6,1.88,0.5,3.15,14,8,1,0,,2,57.14,10:26,11:18,0:52,815,3137.75
36,10,9-25,NSE:TATASTEEL-EQ,0.9,44.25,38.9,5.35,851.0,3.16,0.5,4.3,14,9,5,0,,0,64.29,9:49,10:46,0:56,588,3145.8
37,15,9-15,NSE:ONGC-EQ,0.15,6.85,6.0,0.85,132.85,0.49,0.5,0.7,14,9,0,0,,3,64.29,11:10,12:5,0:55,3764,3199.4
38,10,9-15,NSE:SBIN-EQ,0.45,20.75,17.7,3.05,444.85,1.48,0.5,2.25,14,9,2,0,,3,64.29,9:35,11:47,2:12,1124,3428.2
39,15,10-0,NSE:KOTAKBANK-EQ,1.7,62.65,50.25,12.4,1666.0,4.47,0.5,8.35,14,7,6,0,,0,50.0,10:45,13:0,2:15,300,3720.0
40,10,13-15,NSE:HINDALCO-EQ,0.35,12.35,9.9,2.45,318.5,0.88,0.5,1.6,14,7,3,0,,4,50.0,13:46,14:12,0:25,1570,3846.5
41,10,10-5,NSE:JINDALSTEL-EQ,0.35,15.9,13.35,2.55,309.0,1.14,0.5,1.6,14,9,5,0,,0,64.29,10:31,11:0,0:28,1618,4125.9
42,10,9-35,NSE:HINDUNILVR-EQ,2.25,98.45,79.95,18.5,2219.1,7.03,0.5,11.05,14,9,5,0,,0,64.29,9:40,11:0,1:20,225,4162.5
43,15,9-30,NSE:HINDUNILVR-EQ,2.25,80.4,61.9,18.5,2210.75,5.74,0.5,11.05,14,7,3,0,,3,50.0,10:7,12:26,2:18,226,4181.0
44,15,10-0,NSE:POWERGRID-EQ,0.25,8.9,7.1,1.8,209.0,0.64,0.5,1.05,14,8,3,0,,2,57.14,11:5,12:20,1:15,2392,4305.6
45,15,10-15,NSE:BIOCON-EQ,0.35,14.8,11.95,2.85,317.0,1.06,0.5,1.6,14,9,3,0,,2,64.29,11:5,12:50,1:45,1577,4494.45
46,10,9-25,NSE:JINDALSTEL-EQ,0.35,17.4,14.4,3.0,314.0,1.24,0.5,1.6,14,10,4,0,,0,71.43,9:46,10:17,0:31,1592,4776.0
47,15,9-30,NSE:BIOCON-EQ,0.35,13.05,9.95,3.1,314.9,0.93,0.5,1.6,14,8,2,0,,2,57.14,10:20,11:48,1:28,1588,4922.8
48,15,10-0,NSE:HDFC-EQ,2.2,96.85,75.2,21.65,2162.45,6.92,0.5,10.8,14,9,4,0,,1,64.29,10:31,12:1,1:30,231,5001.15
49,15,10-15,NSE:SBIN-EQ,0.45,18.2,13.6,4.6,449.9,1.3,0.5,2.25,14,7,3,0,,3,50.0,10:56,11:46,0:50,1111,5110.6
50,10,10-15,NSE:TATAMOTORS-EQ,0.45,14.45,10.35,4.1,395.85,1.03,0.5,2.0,14,7,6,0,,0,50.0,10:35,11:47,1:12,1263,5178.3
51,10,13-15,NSE:BIOCON-EQ,0.35,11.4,7.9,3.5,316.3,0.81,0.5,1.6,14,7,4,0,,3,50.0,13:50,14:30,0:40,1581,5533.5
