,TF,Time,Name,SlBuffer,WinPoints,SlPoints,PointsAfterSL,AppxPrice,AvgPntPerTrade,Target %,Target in Rs,Days,WinDays,SLHitDays,SLAboveATR,ATR,RBD,Win%,AvgEntry,AvgExit,AvgTime,Quantity,FinalAmt
0,10,9-25,NSE:M&M-EQ,1.05,71.85,44.4,27.45,,5.13,1,10.5,14,7,3,0,,3,50.0,9:53,11:49,1:55,0,0.0
1,10,9-25,NSE:M&M-EQ,1.05,71.85,44.4,27.45,,5.13,1,10.5,14,7,3,0,,3,50.0,9:53,11:49,1:55,0,0.0
2,15,9-30,NSE:M&M-EQ,1.05,71.8,56.25,15.55,,5.13,1,10.5,14,7,5,0,,1,50.0,9:57,12:6,2:8,0,0.0
3,15,9-30,NSE:M&M-EQ,1.05,71.8,56.25,15.55,,5.13,1,10.5,14,7,5,0,,1,50.0,9:57,12:6,2:8,0,0.0
4,10,9-15,NSE:GAIL-EQ,0.15,10.6,9.35,1.25,154.0,0.76,1,1.55,14,7,2,0,,5,50.0,10:23,12:32,2:8,3247,4058.75
5,10,9-15,NSE:ADANIPORTS-EQ,0.75,57.8,46.8,11.0,730.15,4.13,1,2.3500000000000227,14,7,2,0,,5,50.0,10:10,12:55,2:44,685,7535.0
6,10,9-15,NSE:INDUSINDBK-EQ,0.95,63.7,49.65,14.05,913.0,4.55,1,9.15,14,7,4,0,,2,50.0,9:49,13:3,3:14,548,7699.4
7,10,9-15,NSE:INDUSINDBK-EQ,0.95,63.7,49.65,14.05,913.0,4.55,1,9.15,14,7,4,0,,2,50.0,9:49,13:3,3:14,548,7699.4
8,15,10-0,NSE:JINDALSTEL-EQ,0.4,26.1,19.25,6.85,368.5,1.86,1,3.75,14,7,4,0,,3,50.0,10:40,12:0,1:19,1357,9295.45
9,15,10-15,NSE:JINDALSTEL-EQ,0.4,26.1,18.3,7.8,371.3,1.86,1,3.75,14,7,6,0,,1,50.0,10:47,12:8,1:21,1347,10506.6
10,10,9-25,NSE:ONGC-EQ,0.2,12.0,8.45,3.55,166.9,0.86,1,1.7,14,7,4,0,,2,50.0,10:25,12:22,1:57,2996,10635.8
11,15,9-15,NSE:ONGC-EQ,0.2,12.55,8.85,3.7,166.9,0.9,1,1.7,14,8,1,0,,4,57.14,10:24,12:22,1:58,2996,11085.2
12,10,9-25,NSE:TECHM-EQ,1.15,77.9,52.1,25.8,1129.65,5.56,1,11.3,14,7,4,0,,3,50.0,9:47,11:20,1:32,443,11429.4
13,10,9-25,NSE:INDUSINDBK-EQ,0.95,64.15,39.0,25.15,913.0,4.58,1,9.15,14,7,6,0,,1,50.0,9:50,12:26,2:35,548,13782.2
14,10,9-25,NSE:INDUSINDBK-EQ,0.95,64.15,39.0,25.15,913.0,4.58,1,9.15,14,7,6,0,,1,50.0,9:50,12:26,2:35,548,13782.2
15,10,9-15,NSE:CHOLAFIN-EQ,0.7,55.05,34.45,20.6,672.85,3.93,1,6.7,14,8,3,0,,1,57.14,10:15,13:3,2:48,743,15305.8
16,10,9-15,NSE:HINDALCO-EQ,0.45,34.85,22.2,12.65,395.4,2.49,1,4.05,14,8,3,0,,3,57.14,9:57,13:9,3:12,1265,16002.25
17,10,10-5,NSE:TATASTEEL-EQ,1.1,72.9,37.0,35.9,1065.5,5.21,1,10.75,14,7,5,0,,2,50.0,10:20,11:42,1:21,469,16837.1
18,10,9-15,NSE:ONGC-EQ,0.2,14.1,8.4,5.7,166.9,1.01,1,1.7,14,9,1,0,,3,64.29,10:3,12:26,2:22,2996,17077.2
19,10,10-15,NSE:JINDALSTEL-EQ,0.4,29.65,15.85,13.8,371.85,2.12,1,3.75,14,8,6,0,,0,57.14,10:51,12:2,1:11,1345,18561.0
20,10,10-5,NSE:JINDALSTEL-EQ,0.4,29.6,15.7,13.9,371.85,2.11,1,3.75,14,8,5,0,,1,57.14,10:32,11:56,1:23,1345,18695.5
21,15,9-15,NSE:HINDALCO-EQ,0.45,30.9,15.55,15.35,395.8,2.21,1,4.05,14,7,2,0,,4,50.0,10:20,13:31,3:11,1263,19387.05
22,15,10-0,NSE:CHOLAFIN-EQ,0.7,49.2,22.0,27.2,676.0,3.51,1,1.2999999999999545,14,7,5,0,,2,50.0,10:33,12:38,2:5,740,20128.0
23,10,10-15,NSE:BANDHANBNK-EQ,0.35,23.15,9.65,13.5,332.2,1.65,1,3.4,14,7,6,0,,1,50.0,10:29,12:13,1:44,1505,20317.5
24,15,9-30,NSE:INDUSINDBK-EQ,0.95,63.45,21.9,41.55,917.0,4.53,1,9.15,14,7,4,0,,2,50.0,9:57,11:53,1:55,545,22644.75
25,15,9-30,NSE:INDUSINDBK-EQ,0.95,63.45,21.9,41.55,917.0,4.53,1,9.15,14,7,4,0,,2,50.0,9:57,11:53,1:55,545,22644.75
26,15,9-15,NSE:ADANIPORTS-EQ,0.75,57.1,23.15,33.95,731.05,4.08,1,1.4500000000000455,14,7,2,0,,3,50.0,10:3,13:26,3:23,684,23221.8
27,15,10-15,NSE:BANDHANBNK-EQ,0.35,23.0,7.3,15.7,332.35,1.64,1,3.4,14,7,5,0,,2,50.0,10:34,12:36,2:2,1504,23612.8
28,10,9-25,NSE:HINDALCO-EQ,0.45,36.0,17.1,18.9,398.4,2.57,1,4.05,14,9,4,0,,1,64.29,9:43,12:12,2:28,1255,23719.5
29,15,9-30,NSE:ADANIPORTS-EQ,0.75,60.1,24.45,35.65,731.05,4.29,1,7.3,14,7,4,0,,3,50.0,9:48,13:20,3:31,684,24384.6
30,10,9-25,NSE:BHARTIARTL-EQ,0.7,51.55,18.05,33.5,669.4,3.68,1,6.7,14,7,3,0,,4,50.0,9:46,13:20,3:33,747,25024.5
31,15,9-30,NSE:GAIL-EQ,0.15,12.05,4.2,7.85,153.15,0.86,1,1.55,14,8,3,0,,3,57.14,10:7,11:56,1:48,3265,25630.25
