,TF,Time,Name,SlBuffer,WinPoints,SlPoints,PointsAfterSL,AppxPrice,AvgPntPerTrade,Target %,Target in Rs,Days,WinDays,SLHitDays,SLAboveATR,ATR,RBD,Win%,AvgEntry,AvgExit,AvgTime,Quantity,FinalAmt
0,10,9-25,NSE:M&M-EQ,1.05,41.6,17.95,23.65,,3.2,0.5,5.25,13,8,2,0,,2,61.54,10:7,11:17,1:10,0,0.0
1,15,9-30,NSE:M&M-EQ,1.05,46.95,16.35,30.6,,3.61,0.5,5.25,13,9,2,0,,1,69.23,10:20,11:20,1:0,0,0.0
2,15,10-0,NSE:M&M-EQ,1.05,51.85,19.35,32.5,,3.99,0.5,5.25,13,10,2,0,,0,76.92,10:51,12:21,1:30,0,0.0
3,10,9-15,NSE:BANKBARODA-EQ,0.1,4.9,4.8,0.1,102.55,0.38,0.5,0.55,13,9,2,0,,2,69.23,10:8,12:17,2:8,4876,487.6
4,10,9-25,NSE:SAIL-EQ,0.1,3.1,3.0,0.1,75.1,0.24,0.5,0.4,13,8,4,0,,1,61.54,10:10,10:58,0:48,6658,665.8
5,10,10-5,NSE:BANKBARODA-EQ,0.1,4.35,4.2,0.15,103.05,0.33,0.5,0.55,13,8,5,0,,0,61.54,10:23,11:43,1:20,4852,727.8
6,10,10-5,NSE:GAIL-EQ,0.15,5.3,5.05,0.25,153.55,0.41,0.5,0.8,13,7,4,0,,1,53.85,10:46,11:40,0:54,3256,814.0
7,10,9-15,NSE:M&M-EQ,1.05,41.9,40.05,1.85,1047.3,3.22,0.5,5.25,13,8,1,0,,4,61.54,10:1,11:25,1:23,477,882.45
8,10,9-25,NSE:CHOLAFIN-EQ,0.7,26.1,24.35,1.75,672.85,2.01,0.5,3.4,13,8,5,0,,0,61.54,9:52,11:3,1:11,743,1300.25
9,15,10-0,NSE:TECHM-EQ,1.15,43.9,40.85,3.05,1129.85,3.38,0.5,5.65,13,8,5,0,,0,61.54,10:18,11:35,1:16,443,1351.15
10,10,10-15,NSE:GRASIM-EQ,1.35,53.8,50.15,3.65,1303.3,4.14,0.5,6.6,13,8,5,0,,0,61.54,11:1,11:33,0:32,384,1401.6
11,15,9-45,NSE:GAIL-EQ,0.2,5.35,4.9,0.45,153.6,0.41,0.5,0.8,13,7,3,0,,2,53.85,9:45,11:40,1:55,3255,1464.75
12,15,9-30,NSE:BPCL-EQ,0.35,13.0,12.05,0.95,321.4,1.0,0.5,1.65,13,8,4,0,,1,61.54,10:22,11:9,0:46,1556,1478.2
13,15,9-15,NSE:TATASTEEL-EQ,1.1,36.2,32.65,3.55,1069.4,2.78,0.5,5.45,13,7,2,0,,2,53.85,9:51,10:51,1:0,468,1661.4
14,15,10-0,NSE:BIOCON-EQ,0.35,11.55,10.35,1.2,336.1,0.89,0.5,1.7,13,7,3,0,,2,53.85,10:53,12:12,1:19,1488,1785.6
15,10,10-15,NSE:TITAN-EQ,2.15,74.55,66.45,8.1,2130.75,5.73,0.5,10.75,13,7,5,0,,1,53.85,10:36,11:27,0:51,235,1903.5
16,15,10-15,NSE:TATAMOTORS-EQ,0.45,15.0,13.3,1.7,433.05,1.15,0.5,2.2,13,7,6,0,,0,53.85,10:42,11:42,1:0,1155,1963.5
17,15,10-0,NSE:CIPLA-EQ,1.0,34.25,29.9,4.35,966.65,2.63,0.5,4.85,13,7,3,0,,2,53.85,10:40,12:42,2:2,517,2248.95
18,15,10-0,NSE:HINDALCO-EQ,0.45,15.45,13.65,1.8,396.8,1.19,0.5,2.0,13,8,3,0,,2,61.54,10:46,11:26,0:39,1260,2268.0
19,10,9-25,NSE:HINDALCO-EQ,0.45,17.9,15.95,1.95,398.4,1.38,0.5,2.05,13,9,4,0,,0,69.23,9:45,11:13,1:28,1255,2447.25
20,15,9-30,NSE:BIOCON-EQ,0.35,11.65,9.95,1.7,336.1,0.9,0.5,1.7,13,7,2,0,,2,53.85,10:42,12:2,1:19,1488,2529.6
21,10,10-15,NSE:INDIGO-EQ,1.8,71.1,61.85,9.25,1805.95,5.47,0.5,9.0,13,8,5,0,,0,61.54,10:41,11:25,0:43,277,2562.25
22,15,10-0,NSE:HDFC-EQ,2.3,87.8,75.7,12.1,2253.0,6.75,0.5,11.3,13,8,4,0,,1,61.54,10:35,11:56,1:20,222,2686.2
23,10,9-15,NSE:INDUSINDBK-EQ,0.95,41.2,36.15,5.05,913.0,3.17,0.5,4.6,13,9,1,0,,3,69.23,9:50,12:0,2:10,548,2767.4
24,10,10-5,NSE:ICICIBANK-EQ,0.75,25.4,21.35,4.05,726.3,1.95,0.5,3.65,13,7,6,0,,0,53.85,10:29,11:55,1:25,688,2786.4
25,15,9-30,NSE:TATASTEEL-EQ,1.1,35.5,29.3,6.2,1065.85,2.73,0.5,5.45,13,7,3,0,,3,53.85,10:8,10:55,0:47,469,2907.8
