,TF,Time,Name,SlBuffer,WinPoints,SlPoints,PointsAfterSL,AppxPrice,AvgPntPerTrade,Target %,Target in Rs,Days,WinDays,SLHitDays,SLAboveATR,ATR,RBD,Win%,AvgEntry,AvgExit,AvgTime,Quantity,FinalAmt
0,10,9-25,NSE:M&M-EQ,1.05,36.35,25.9,10.45,,2.8,0.5,5.25,13,7,3,0,,2,53.85,10:12,11:22,1:10,0,0.0
1,15,9-30,NSE:M&M-EQ,1.05,41.7,24.3,17.4,,3.21,0.5,5.25,13,8,3,0,,1,61.54,10:18,11:24,1:5,0,0.0
2,15,10-0,NSE:M&M-EQ,1.05,46.7,23.9,22.8,,3.59,0.5,5.25,13,9,3,0,,0,69.23,10:53,12:31,1:38,0,0.0
3,10,9-15,NSE:TATAMOTORS-EQ,0.45,17.1,16.95,0.15,430.25,1.32,0.5,2.2,13,8,2,0,,3,61.54,10:0,11:2,1:2,1162,174.3
4,10,9-15,NSE:BANKBARODA-EQ,0.1,4.85,4.8,0.05,102.55,0.37,0.5,0.55,13,9,2,0,,2,69.23,9:42,11:42,2:0,4876,243.8
5,10,9-25,NSE:SAIL-EQ,0.1,3.05,3.0,0.05,75.1,0.23,0.5,0.4,13,8,4,0,,1,61.54,10:8,11:2,0:53,6658,332.9
6,15,10-15,NSE:UPL-EQ,0.75,25.7,24.95,0.75,743.15,1.98,0.5,3.75,13,7,5,0,,1,53.85,11:0,12:12,1:12,673,504.75
7,15,10-15,NSE:BHARTIARTL-EQ,0.7,23.85,23.0,0.85,666.6,1.83,0.5,3.4,13,7,5,0,,1,53.85,10:57,12:4,1:6,750,637.5
8,10,9-25,NSE:INDIGO-EQ,1.8,71.25,68.85,2.4,1791.9,5.48,0.5,8.95,13,8,3,0,,2,61.54,9:56,10:56,1:0,279,669.6
9,10,9-15,NSE:BANDHANBNK-EQ,0.35,14.65,14.2,0.45,333.4,1.13,0.5,1.7,13,9,3,0,,1,69.23,10:12,11:39,1:26,1500,675.0
10,10,9-15,NSE:M&M-EQ,1.05,41.7,40.05,1.65,1047.3,3.21,0.5,5.25,13,8,1,0,,4,61.54,10:0,11:52,1:52,477,787.05
11,15,9-15,NSE:ONGC-EQ,0.2,6.3,6.0,0.3,166.9,0.48,0.5,0.85,13,8,0,0,,3,61.54,10:28,11:28,1:0,2996,898.8
12,15,9-30,NSE:BPCL-EQ,0.35,12.85,12.05,0.8,321.4,0.99,0.5,1.65,13,8,4,0,,1,61.54,10:15,10:54,0:39,1556,1244.8
13,15,9-15,NSE:TATASTEEL-EQ,1.1,35.4,32.65,2.75,1069.4,2.72,0.5,5.45,13,7,2,0,,2,53.85,9:49,10:57,1:8,468,1287.0
14,10,10-15,NSE:TITAN-EQ,2.15,74.55,68.85,5.7,2130.75,5.73,0.5,10.75,13,7,5,0,,1,53.85,10:36,11:27,0:51,235,1339.5
15,15,10-15,NSE:ONGC-EQ,0.2,5.7,5.25,0.45,166.3,0.44,0.5,0.85,13,7,4,0,,1,53.85,11:2,12:6,1:4,3007,1353.15
16,10,9-15,NSE:UPL-EQ,0.75,33.15,31.0,2.15,740.25,2.55,0.5,3.7,13,9,3,0,,0,69.23,9:41,11:12,1:31,675,1451.25
