,TF,Time,Name,SlBuffer,WinPoints,SlPoints,PointsAfterSL,AppxPrice,AvgPntPerTrade,Target %,Target in Rs,Days,WinDays,SLHitDays,SLAboveATR,ATR,RBD,Win%,AvgEntry,AvgExit,AvgTime,Quantity,FinalAmt
0,15,9-15,NSE:ONGC-EQ,0.2,10.95,8.85,2.1,166.9,0.84,1,1.7,13,7,1,0,,4,53.85,10:21,11:55,1:34,2996,6291.6
1,15,10-0,NSE:JINDALSTEL-EQ,0.4,26.55,18.65,7.9,368.5,2.04,1,3.75,13,7,4,0,,2,53.85,10:40,12:10,1:30,1357,10720.3
2,15,10-0,NSE:JINDALSTEL-EQ,0.4,26.55,18.65,7.9,368.5,2.04,1,3.75,13,7,4,0,,2,53.85,10:40,12:10,1:30,1357,10720.3
3,15,10-0,NSE:DLF-EQ,0.35,23.05,15.4,7.65,326.3,1.77,1,3.25,13,7,5,0,,1,53.85,10:32,11:36,1:4,1532,11719.8
4,10,9-15,NSE:ONGC-EQ,0.2,12.5,8.4,4.1,166.9,0.96,1,1.7,13,8,1,0,,3,61.54,9:57,12:6,2:8,2996,12283.6
5,10,10-15,NSE:JINDALSTEL-EQ,0.4,26.1,15.8,10.3,371.85,2.01,1,3.75,13,7,6,0,,0,53.85,10:53,12:12,1:18,1345,13853.5
6,10,10-15,NSE:JINDALSTEL-EQ,0.4,26.1,15.8,10.3,371.85,2.01,1,3.75,13,7,6,0,,0,53.85,10:53,12:12,1:18,1345,13853.5
7,10,9-25,NSE:ONGC-EQ,0.2,11.9,6.85,5.05,166.9,0.92,1,1.7,13,7,3,0,,2,53.85,10:23,12:15,1:51,2996,15129.8
8,10,9-15,NSE:HINDALCO-EQ,0.45,35.5,20.5,15.0,395.4,2.73,1,4.05,13,8,3,0,,2,61.54,10:7,13:21,3:14,1265,18975.0
9,15,9-15,NSE:HINDALCO-EQ,0.45,31.55,15.55,16.0,395.8,2.43,1,4.05,13,7,2,0,,4,53.85,10:30,13:43,3:13,1263,20208.0
10,10,10-5,NSE:TATASTEEL-EQ,1.1,73.75,30.4,43.35,1065.5,5.67,1,10.75,13,7,4,0,,2,53.85,10:20,11:47,1:27,469,20331.15
11,10,10-5,NSE:TATASTEEL-EQ,1.1,73.75,30.4,43.35,1065.5,5.67,1,10.75,13,7,4,0,,2,53.85,10:20,11:47,1:27,469,20331.15
12,10,9-25,NSE:INDUSINDBK-EQ,0.95,64.15,26.25,37.9,913.0,4.93,1,9.15,13,7,5,0,,1,53.85,9:50,12:26,2:35,548,20769.2
13,10,9-25,NSE:INDUSINDBK-EQ,0.95,64.15,26.25,37.9,913.0,4.93,1,9.15,13,7,5,0,,1,53.85,9:50,12:26,2:35,548,20769.2
14,15,9-30,NSE:TATAMOTORS-EQ,0.45,30.05,11.75,18.3,431.25,2.31,1,4.35,13,7,4,0,,1,53.85,10:30,12:32,2:2,1159,21209.7
15,10,9-15,NSE:CHOLAFIN-EQ,0.7,54.95,23.55,31.4,672.85,4.23,1,6.7,13,8,2,0,,1,61.54,10:0,12:42,2:42,743,23330.2
16,10,10-5,NSE:JINDALSTEL-EQ,0.4,30.05,12.45,17.6,371.85,2.31,1,3.75,13,8,4,0,,1,61.54,10:32,12:5,1:32,1345,23672.0
17,10,10-5,NSE:JINDALSTEL-EQ,0.4,30.05,12.45,17.6,371.85,2.31,1,3.75,13,8,4,0,,1,61.54,10:32,12:5,1:32,1345,23672.0
18,10,10-5,NSE:DLF-EQ,0.35,26.25,10.3,15.95,326.05,2.02,1,3.25,13,8,4,0,,0,61.54,10:26,11:28,1:2,1534,24467.3
19,10,9-25,NSE:HINDALCO-EQ,0.45,36.6,16.65,19.95,398.4,2.82,1,4.05,13,9,4,0,,0,69.23,9:43,12:22,2:38,1255,25037.25
20,15,9-30,NSE:BANKBARODA-EQ,0.1,8.4,3.2,5.2,103.7,0.65,1,1.05,13,7,3,0,,1,53.85,10:9,12:35,2:26,4822,25074.4
21,15,9-15,NSE:JSWSTEEL-EQ,0.6,41.7,9.8,31.9,573.1,3.21,1,5.75,13,7,1,0,,5,53.85,9:58,11:54,1:56,872,27816.8
22,15,9-15,NSE:JSWSTEEL-EQ,0.6,41.7,9.8,31.9,573.1,3.21,1,5.75,13,7,1,0,,5,53.85,9:58,11:54,1:56,872,27816.8
23,15,9-30,NSE:GAIL-EQ,0.15,12.1,3.25,8.85,153.15,0.93,1,1.55,13,8,2,0,,3,61.54,10:7,11:48,1:41,3265,28895.25
