,TF,Time,Name,SlBuffer,WinPoints,SlPoints,PointsAfterSL,AppxPrice,AvgPntPerTrade,Target %,Target in Rs,Days,WinDays,SLHitDays,SLAboveATR,ATR,RBD,Win%,AvgEntry,AvgExit,AvgTime,Quantity,FinalAmt
0,10,9-25,NSE:JINDALSTEL-EQ,0.35,24.2,23.9,0.3,314.0,1.73,1,3.2,14,7,6,0,,1,50.0,9:46,11:3,1:17,1592,477.6
1,10,9-25,NSE:JINDALSTEL-EQ,0.35,24.2,23.9,0.3,314.0,1.73,1,3.2,14,7,6,0,,1,50.0,9:46,11:3,1:17,1592,477.6
2,15,9-15,NSE:BANKBARODA-EQ,0.1,7.15,6.95,0.2,95.85,0.51,1,1.0,14,7,3,0,,4,50.0,10:23,13:10,2:47,5216,1043.2
3,15,9-15,NSE:BANKBARODA-EQ,0.1,7.15,6.95,0.2,95.85,0.51,1,1.0,14,7,3,0,,4,50.0,10:23,13:10,2:47,5216,1043.2
4,10,9-15,NSE:JINDALSTEL-EQ,0.35,27.75,27.05,0.7,314.8,1.98,1,3.25,14,7,3,0,,3,50.0,9:50,11:28,1:38,1588,1111.6
5,10,9-15,NSE:JINDALSTEL-EQ,0.35,27.75,27.05,0.7,314.8,1.98,1,3.25,14,7,3,0,,3,50.0,9:50,11:28,1:38,1588,1111.6
6,10,9-15,NSE:BANKBARODA-EQ,0.1,7.15,6.35,0.8,95.85,0.51,1,1.0,14,7,3,0,,4,50.0,9:39,12:29,2:50,5216,4172.8
7,10,9-15,NSE:BANKBARODA-EQ,0.1,7.15,6.35,0.8,95.85,0.51,1,1.0,14,7,3,0,,4,50.0,9:39,12:29,2:50,5216,4172.8
8,15,9-45,NSE:M&M-EQ,1.0,71.9,59.75,12.15,990.3,5.14,1,10.0,14,7,7,0,,0,50.0,10:6,12:34,2:27,505,6135.75
9,10,9-25,NSE:INDUSINDBK-EQ,0.8,59.8,50.1,9.7,776.85,4.27,1,7.85,14,7,6,0,,1,50.0,9:50,12:15,2:24,644,6246.8
10,10,10-5,NSE:BANKBARODA-EQ,0.1,7.1,5.25,1.85,95.45,0.51,1,0.95,14,7,6,0,,1,50.0,10:20,12:3,1:42,5238,9690.3
11,10,10-5,NSE:BANKBARODA-EQ,0.1,7.1,5.25,1.85,95.45,0.51,1,0.95,14,7,6,0,,1,50.0,10:20,12:3,1:42,5238,9690.3
12,15,10-15,NSE:JINDALSTEL-EQ,0.35,24.3,18.05,6.25,311.9,1.74,1,3.15,14,7,6,0,,1,50.0,10:36,11:51,1:15,1603,10018.75
13,15,10-15,NSE:JINDALSTEL-EQ,0.35,24.3,18.05,6.25,311.9,1.74,1,3.15,14,7,6,0,,1,50.0,10:36,11:51,1:15,1603,10018.75
14,15,10-0,NSE:TECHM-EQ,1.0,71.6,49.7,21.9,976.45,5.11,1,9.75,14,7,6,0,,1,50.0,10:38,12:17,1:38,512,11212.8
15,15,10-0,NSE:TECHM-EQ,1.0,71.6,49.7,21.9,976.45,5.11,1,9.75,14,7,6,0,,1,50.0,10:38,12:17,1:38,512,11212.8
16,15,9-15,NSE:JINDALSTEL-EQ,0.35,30.9,21.55,9.35,314.0,2.21,1,3.25,14,9,2,0,,3,64.29,9:58,11:51,1:53,1592,14885.2
17,15,9-15,NSE:JINDALSTEL-EQ,0.35,30.9,21.55,9.35,314.0,2.21,1,3.25,14,9,2,0,,3,64.29,9:58,11:51,1:53,1592,14885.2
18,15,9-30,NSE:JINDALSTEL-EQ,0.35,24.2,14.1,10.1,311.4,1.73,1,3.2,14,7,3,0,,4,50.0,10:15,11:25,1:10,1606,16220.6
19,15,9-30,NSE:JINDALSTEL-EQ,0.35,24.2,14.1,10.1,311.4,1.73,1,3.2,14,7,3,0,,4,50.0,10:15,11:25,1:10,1606,16220.6
20,15,10-0,NSE:INDUSINDBK-EQ,0.8,58.55,32.8,25.75,780.4,4.18,1,7.8,14,7,5,0,,2,50.0,10:32,12:45,2:12,641,16505.75
21,15,10-0,NSE:JINDALSTEL-EQ,0.35,24.3,13.7,10.6,308.85,1.74,1,3.15,14,7,3,0,,4,50.0,10:45,11:55,1:10,1619,17161.4
22,15,10-0,NSE:JINDALSTEL-EQ,0.35,24.3,13.7,10.6,308.85,1.74,1,3.15,14,7,3,0,,4,50.0,10:45,11:55,1:10,1619,17161.4
23,15,9-15,NSE:TATAMOTORS-EQ,0.45,28.85,14.2,14.65,392.3,2.06,1,4.0,14,7,1,0,,6,50.0,9:49,12:45,2:55,1275,18678.75
24,10,10-5,NSE:JINDALSTEL-EQ,0.35,27.75,15.25,12.5,309.0,1.98,1,3.15,14,8,5,0,,1,57.14,10:33,11:32,0:58,1618,20225.0
25,10,10-5,NSE:JINDALSTEL-EQ,0.35,27.75,15.25,12.5,309.0,1.98,1,3.15,14,8,5,0,,1,57.14,10:33,11:32,0:58,1618,20225.0
26,15,10-15,NSE:BANKBARODA-EQ,0.1,8.2,4.3,3.9,95.85,0.59,1,0.95,14,8,4,0,,2,57.14,11:9,13:18,2:9,5216,20342.4
27,15,10-15,NSE:BANKBARODA-EQ,0.1,8.2,4.3,3.9,95.85,0.59,1,0.95,14,8,4,0,,2,57.14,11:9,13:18,2:9,5216,20342.4
28,15,9-30,NSE:BANKBARODA-EQ,0.1,8.15,4.1,4.05,94.5,0.58,1,0.95,14,8,3,0,,1,57.14,10:11,12:24,2:13,5291,21428.55
29,15,9-30,NSE:BANKBARODA-EQ,0.1,8.15,4.1,4.05,94.5,0.58,1,0.95,14,8,3,0,,1,57.14,10:11,12:24,2:13,5291,21428.55
30,10,9-25,NSE:UPL-EQ,0.65,50.4,23.3,27.1,627.35,3.6,1,6.4,14,7,4,0,,2,50.0,9:56,12:23,2:27,797,21598.7
31,10,9-15,NSE:ICICIBANK-EQ,0.7,51.15,20.25,30.9,690.4,3.65,1,7.0,14,7,4,0,,3,50.0,9:48,12:20,2:31,724,22371.6
32,15,10-0,NSE:BANDHANBNK-EQ,0.3,24.9,12.3,12.6,280.55,1.78,1,2.8,14,8,5,0,,1,57.14,10:30,11:11,0:41,1782,22453.2
33,10,10-15,NSE:JINDALSTEL-EQ,0.35,27.85,13.45,14.4,311.9,1.99,1,3.15,14,8,6,0,,0,57.14,10:52,11:46,0:53,1603,23083.2
34,10,10-15,NSE:JINDALSTEL-EQ,0.35,27.85,13.45,14.4,311.9,1.99,1,3.15,14,8,6,0,,0,57.14,10:52,11:46,0:53,1603,23083.2
35,15,10-0,NSE:MARICO-EQ,0.5,38.3,15.4,22.9,478.4,2.74,1,3.3000000000000114,14,7,1,0,,5,50.0,10:26,12:41,2:15,1045,23930.5
36,10,10-5,NSE:MARICO-EQ,0.5,38.25,14.4,23.85,478.25,2.73,1,3.4499999999999886,14,7,4,0,,3,50.0,10:23,12:46,2:22,1045,24923.25
37,10,9-15,NSE:HINDALCO-EQ,0.35,34.85,18.55,16.3,321.95,2.49,1,3.35,14,9,2,0,,3,64.29,10:4,12:31,2:27,1553,25313.9
38,10,9-25,NSE:TATAMOTORS-EQ,0.4,30.6,10.4,20.2,392.9,2.19,1,4.0,14,7,4,0,,3,50.0,9:51,12:12,2:21,1273,25714.6
39,10,10-5,NSE:BANDHANBNK-EQ,0.3,24.9,10.3,14.6,277.3,1.78,1,2.8,14,8,6,0,,0,57.14,10:25,11:18,0:53,1803,26323.8
40,10,10-15,NSE:BANKBARODA-EQ,0.1,8.05,3.0,5.05,95.6,0.58,1,0.95,14,8,6,0,,0,57.14,10:37,12:51,2:13,5230,26411.5
41,10,10-15,NSE:BANKBARODA-EQ,0.1,8.05,3.0,5.05,95.6,0.58,1,0.95,14,8,6,0,,0,57.14,10:37,12:51,2:13,5230,26411.5
42,10,10-15,NSE:BANDHANBNK-EQ,0.3,24.9,9.3,15.6,278.75,1.78,1,2.8,14,8,5,0,,1,57.14,10:28,11:23,0:55,1794,27986.4
43,15,10-15,NSE:BANDHANBNK-EQ,0.3,24.75,8.2,16.55,278.1,1.77,1,2.8,14,8,4,0,,2,57.14,10:35,11:39,1:3,1798,29756.9
44,15,9-15,NSE:HINDALCO-EQ,0.35,30.9,11.1,19.8,320.95,2.21,1,3.35,14,7,1,0,,4,50.0,10:10,12:56,2:46,1558,30848.4
45,15,9-30,NSE:HINDALCO-EQ,0.35,32.8,11.85,20.95,324.9,2.34,1,3.25,14,9,2,0,,3,64.29,10:23,11:45,1:21,1539,32242.05
46,10,9-15,NSE:UPL-EQ,0.65,64.85,23.5,41.35,634.65,4.63,1,6.55,14,9,2,0,,2,64.29,9:41,11:52,2:11,788,32583.8
47,15,9-30,NSE:UPL-EQ,0.65,57.75,14.9,42.85,625.0,4.12,1,6.4,14,8,3,0,,2,57.14,10:15,12:53,2:38,800,34280.0
48,15,9-30,NSE:TATAMOTORS-EQ,0.4,37.45,8.65,28.8,395.35,2.68,1,3.95,14,9,2,0,,2,64.29,10:25,12:58,2:33,1265,36432.0
49,10,9-25,NSE:HINDALCO-EQ,0.35,36.55,13.25,23.3,319.25,2.61,1,3.25,14,10,3,0,,1,71.43,10:2,12:0,1:58,1566,36487.8
50,15,9-15,NSE:UPL-EQ,0.65,55.35,9.2,46.15,627.35,3.95,1,6.55,14,7,1,0,,5,50.0,9:38,12:45,3:6,797,36781.55
