,TF,Time,Name,SlBuffer,WinPoints,SlPoints,PointsAfterSL,AppxPrice,AvgPntPerTrade,Target %,Target in Rs,Days,WinDays,SLHitDays,SLAboveATR,ATR,RBD,Win%,AvgEntry,AvgExit,AvgTime,Quantity,FinalAmt
0,10,9-25,NSE:M&M-EQ,1.05,51.1,11.1,40.0,,3.93,0.5,5.25,13,10,1,0,,1,76.92,10:12,11:19,1:7,0,0.0
1,15,9-15,NSE:M&M-EQ,1.05,42.1,20.25,21.85,,3.24,0.5,5.25,13,8,0,0,,4,61.54,10:11,12:8,1:56,0,0.0
2,15,9-30,NSE:M&M-EQ,1.05,51.75,20.65,31.1,,3.98,0.5,5.25,13,10,2,0,,0,76.92,10:18,11:18,1:0,0,0.0
3,15,10-0,NSE:M&M-EQ,1.05,51.3,19.35,31.95,,3.95,0.5,5.25,13,10,2,0,,0,76.92,10:46,11:48,1:1,0,0.0
4,15,9-30,NSE:MARICO-EQ,0.5,20.55,20.5,0.05,484.4,1.58,0.5,2.45,13,8,5,0,,0,61.54,10:3,11:15,1:11,1032,51.6
5,10,9-15,NSE:TATAMOTORS-EQ,0.45,16.55,16.3,0.25,430.25,1.27,0.5,2.2,13,7,2,0,,3,53.85,10:13,12:23,2:10,1162,290.5
6,15,10-15,NSE:INDIGO-EQ,1.8,63.75,62.5,1.25,1801.45,4.9,0.5,9.0,13,7,5,0,,1,53.85,11:8,11:45,0:36,278,347.5
7,10,9-35,NSE:MARICO-EQ,0.5,20.45,20.1,0.35,484.65,1.57,0.5,2.45,13,8,4,0,,0,61.54,9:46,11:1,1:15,1032,361.2
8,15,10-15,NSE:HINDALCO-EQ,0.45,14.25,13.9,0.35,396.8,1.1,0.5,2.0,13,7,6,0,,0,53.85,10:45,11:23,0:38,1260,441.0
9,10,9-25,NSE:BANKBARODA-EQ,0.1,3.8,3.7,0.1,103.7,0.29,0.5,0.55,13,7,5,0,,0,53.85,10:26,11:36,1:10,4822,482.2
10,10,9-25,NSE:COALINDIA-EQ,0.25,7.9,7.7,0.2,199.9,0.61,0.5,1.0,13,8,4,0,,0,61.54,10:11,11:1,0:50,2501,500.2
11,10,9-35,NSE:JSWSTEEL-EQ,0.6,25.65,24.8,0.85,571.85,1.97,0.5,2.9,13,9,3,0,,1,69.23,9:46,10:31,0:45,874,742.9
12,10,10-15,NSE:JINDALSTEL-EQ,0.4,14.85,14.25,0.6,371.85,1.14,0.5,1.9,13,8,5,0,,0,61.54,10:50,11:20,0:30,1345,807.0
13,10,9-45,NSE:BANDHANBNK-EQ,0.35,13.1,12.4,0.7,331.65,1.01,0.5,1.7,13,8,5,0,,0,61.54,9:45,10:18,0:33,1508,1055.6
14,10,9-25,NSE:ONGC-EQ,0.2,7.1,6.65,0.45,166.9,0.55,0.5,0.85,13,9,3,0,,0,69.23,10:20,11:13,0:53,2996,1348.2
15,10,9-15,NSE:JINDALSTEL-EQ,0.4,19.3,18.3,1.0,366.15,1.48,0.5,1.9,13,10,2,0,,1,76.92,10:34,11:35,1:1,1366,1366.0
16,10,9-45,NSE:LUPIN-EQ,0.65,21.75,20.05,1.7,620.75,1.67,0.5,3.15,13,7,5,0,,0,53.85,9:36,10:19,0:42,805,1368.5
17,15,10-15,NSE:BANKBARODA-EQ,0.1,4.25,3.95,0.3,103.7,0.33,0.5,0.55,13,8,2,0,,1,61.54,11:3,12:22,1:18,4822,1446.6
18,15,10-15,NSE:GRASIM-EQ,1.35,55.0,50.55,4.45,1302.9,4.23,0.5,6.6,13,7,5,0,,0,53.85,11:9,11:43,0:33,384,1708.8
