,TF,Time,Name,SlBuffer,WinPoints,SlPoints,PointsAfterSL,AppxPrice,AvgPntPerTrade,Target %,Target in Rs,Days,WinDays,SLHitDays,SLAboveATR,ATR,RBD,Win%,AvgEntry,AvgExit,AvgTime,Quantity,FinalAmt
0,10,9-15,NSE:GAIL-EQ,0.15,8.25,0.2,8.05,,0.63,0.5,0.7,13,11,0,0,,1,84.62,10:1,10:59,0:58,0,0.0
1,15,9-30,NSE:TATASTEEL-EQ,0.9,34.5,34.25,0.25,857.1,2.65,0.5,4.3,13,7,3,0,,3,53.85,10:21,11:19,0:57,583,145.75
2,10,9-45,NSE:ONGC-EQ,0.15,6.3,6.2,0.1,133.75,0.48,0.5,0.7,13,8,5,0,,0,61.54,9:30,11:27,1:57,3738,373.8
3,15,9-15,NSE:CHOLAFIN-EQ,0.65,23.05,22.45,0.6,613.6,1.77,0.5,3.15,13,7,1,0,,2,53.85,10:34,11:25,0:51,815,489.0
4,15,9-15,NSE:ONGC-EQ,0.15,6.15,6.0,0.15,132.85,0.47,0.5,0.7,13,8,0,0,,3,61.54,11:22,12:20,0:58,3764,564.6
5,10,9-15,NSE:M&M-EQ,1.0,41.2,40.05,1.15,992.9,3.17,0.5,5.05,13,8,1,0,,4,61.54,10:2,11:55,1:52,504,579.6
6,10,9-25,NSE:AXISBANK-EQ,0.65,22.85,22.0,0.85,626.1,1.76,0.5,3.15,13,7,4,0,,2,53.85,9:50,11:36,1:45,799,679.15
7,15,9-30,NSE:BPCL-EQ,0.3,12.55,12.05,0.5,299.4,0.97,0.5,1.5,13,8,4,0,,1,61.54,10:15,10:54,0:39,1670,835.0
8,10,9-15,NSE:SBIN-EQ,0.45,18.45,17.7,0.75,444.85,1.42,0.5,2.25,13,8,2,0,,3,61.54,9:36,12:2,2:26,1124,843.0
9,10,9-25,NSE:KOTAKBANK-EQ,1.7,70.35,66.45,3.9,1665.5,5.41,0.5,8.35,13,8,5,0,,0,61.54,9:58,11:51,1:52,300,1170.0
10,10,10-5,NSE:JINDALSTEL-EQ,0.35,14.3,13.35,0.95,309.0,1.1,0.5,1.6,13,8,5,0,,0,61.54,10:27,10:56,0:28,1618,1537.1
11,15,10-0,NSE:SBIN-EQ,0.45,16.0,14.4,1.6,447.05,1.23,0.5,2.25,13,7,5,0,,1,53.85,10:25,11:25,1:0,1118,1788.8
12,15,10-0,NSE:POWERGRID-EQ,0.25,7.85,7.1,0.75,209.0,0.6,0.5,1.05,13,7,3,0,,2,53.85,11:10,12:25,1:15,2392,1794.0
13,15,10-15,NSE:BIOCON-EQ,0.35,13.15,11.95,1.2,317.0,1.01,0.5,1.6,13,8,3,0,,2,61.54,11:3,12:37,1:33,1577,1892.4
14,10,9-15,NSE:MARICO-EQ,0.5,17.45,15.25,2.2,475.4,1.34,0.5,2.45,13,7,1,0,,3,53.85,11:6,11:40,0:34,1052,2314.4
15,15,9-30,NSE:BIOCON-EQ,0.35,11.45,9.95,1.5,314.9,0.88,0.5,1.6,13,7,2,0,,2,53.85,10:25,12:4,1:38,1588,2382.0
16,15,9-30,NSE:MARICO-EQ,0.5,22.4,19.75,2.65,479.45,1.72,0.5,2.4,13,9,4,0,,0,69.23,10:10,11:35,1:25,1043,2763.95
17,15,10-15,NSE:KOTAKBANK-EQ,1.7,62.0,52.65,9.35,1656.05,4.77,0.5,8.35,13,7,5,0,,1,53.85,10:55,12:21,1:25,302,2823.7
18,15,9-15,NSE:TITAN-EQ,2.1,84.4,72.9,11.5,2028.25,6.49,0.5,10.35,13,8,1,0,,2,61.54,9:45,10:31,0:46,247,2840.5
19,15,9-30,NSE:SBIN-EQ,0.45,16.1,13.2,2.9,449.9,1.24,0.5,2.25,13,7,3,0,,2,53.85,10:4,11:15,1:10,1111,3221.9
20,15,10-0,NSE:TITAN-EQ,2.05,73.2,59.65,13.55,2012.0,5.63,0.5,10.15,13,7,4,0,,2,53.85,10:36,12:2,1:25,249,3373.95
