,TF,Time,Name,SlBuffer,WinPoints,SlPoints,PointsAfterSL,AppxPrice,AvgPntPerTrade,Target %,Target in Rs,Days,WinDays,SLHitDays,SLAboveATR,ATR,RBD,Win%,AvgEntry,AvgExit,AvgTime,Quantity,FinalAmt
0,15,9-15,NSE:ONGC-EQ,0.2,11.0,8.85,2.15,166.9,0.85,1,1.7,13,7,1,0,,4,53.85,10:25,12:21,1:55,2996,6441.4
1,10,9-15,NSE:CHOLAFIN-EQ,0.7,48.45,34.45,14.0,672.85,3.73,1,6.7,13,7,3,0,,1,53.85,10:5,13:3,2:58,743,10402.0
2,10,9-15,NSE:HINDALCO-EQ,0.45,31.2,22.2,9.0,395.4,2.4,1,4.05,13,7,3,0,,3,53.85,10:0,13:31,3:31,1265,11385.0
3,10,9-15,NSE:ONGC-EQ,0.2,12.55,8.4,4.15,166.9,0.97,1,1.7,13,8,1,0,,3,61.54,10:2,12:27,2:25,2996,12433.4
4,10,10-15,NSE:JINDALSTEL-EQ,0.4,26.1,15.85,10.25,371.85,2.01,1,3.75,13,7,6,0,,0,53.85,10:53,12:12,1:18,1345,13786.25
5,10,10-5,NSE:JINDALSTEL-EQ,0.4,26.05,15.7,10.35,371.85,2.0,1,3.75,13,7,5,0,,1,53.85,10:35,12:5,1:30,1345,13920.75
6,10,9-25,NSE:ONGC-EQ,0.2,12.0,6.85,5.15,166.9,0.92,1,1.7,13,7,3,0,,2,53.85,10:25,12:22,1:57,2996,15429.4
7,10,9-25,NSE:INDUSINDBK-EQ,0.95,64.15,34.3,29.85,913.0,4.93,1,9.15,13,7,5,0,,1,53.85,9:50,12:26,2:35,548,16357.8
8,10,9-25,NSE:INDUSINDBK-EQ,0.95,64.15,34.3,29.85,913.0,4.93,1,9.15,13,7,5,0,,1,53.85,9:50,12:26,2:35,548,16357.8
9,10,10-5,NSE:BANKBARODA-EQ,0.1,7.3,3.6,3.7,103.05,0.56,1,1.05,13,7,4,0,,2,53.85,10:22,12:40,2:18,4852,17952.4
10,10,9-25,NSE:HINDALCO-EQ,0.45,32.4,17.1,15.3,398.4,2.49,1,4.05,13,8,4,0,,1,61.54,9:43,12:25,2:41,1255,19201.5
11,15,9-30,NSE:GAIL-EQ,0.15,10.55,4.2,6.35,153.15,0.81,1,1.55,13,7,3,0,,3,53.85,10:8,11:55,1:47,3265,20732.75
12,15,9-30,NSE:BANKBARODA-EQ,0.1,8.4,3.5,4.9,103.7,0.65,1,1.05,13,7,3,0,,1,53.85,10:9,12:35,2:26,4822,23627.8
13,10,9-25,NSE:BHARTIARTL-EQ,0.7,51.55,14.75,36.8,669.4,3.97,1,6.7,13,7,2,0,,4,53.85,9:46,13:20,3:33,747,27489.6
14,10,9-25,NSE:ADANIPORTS-EQ,0.75,57.95,13.4,44.55,728.6,4.46,1,7.3,13,7,3,0,,3,53.85,9:46,13:18,3:32,686,30561.3
