,TF,Time,Name,SlBuffer,WinPoints,SlPoints,PointsAfterSL,AppxPrice,AvgPntPerTrade,Target %,Target in Rs,Days,WinDays,SLHitDays,SLAboveATR,ATR,RBD,Win%,AvgEntry,AvgExit,AvgTime,Quantity,FinalAmt
0,10,9-15,NSE:INDUSINDBK-EQ,0.95,63.7,51.15,12.55,913.0,4.9,1,9.15,13,7,3,0,,3,53.85,9:49,13:3,3:14,548,6877.4
1,10,9-15,NSE:INDUSINDBK-EQ,0.95,63.7,51.15,12.55,913.0,4.9,1,9.15,13,7,3,0,,3,53.85,9:49,13:3,3:14,548,6877.4
2,15,10-0,NSE:GRASIM-EQ,1.35,94.25,71.8,22.45,1312.0,7.25,1,13.15,13,7,6,0,,0,53.85,10:45,13:0,2:15,381,8553.45
3,10,9-15,NSE:HINDALCO-EQ,0.45,29.95,22.2,7.75,395.4,2.3,1,4.05,13,7,3,0,,3,53.85,10:21,13:13,2:52,1265,9803.75
4,10,9-25,NSE:INDUSINDBK-EQ,0.95,64.15,44.3,19.85,913.0,4.93,1,9.15,13,7,5,0,,1,53.85,9:50,12:26,2:35,548,10877.8
5,10,9-25,NSE:INDUSINDBK-EQ,0.95,64.15,44.3,19.85,913.0,4.93,1,9.15,13,7,5,0,,1,53.85,9:50,12:26,2:35,548,10877.8
6,10,9-25,NSE:SAIL-EQ,0.1,5.3,3.3,2.0,75.1,0.41,1,0.8,13,7,4,0,,2,53.85,9:47,11:50,2:2,6658,13316.0
7,10,9-25,NSE:HINDALCO-EQ,0.45,31.85,16.4,15.45,398.4,2.45,1,4.05,13,8,4,0,,1,61.54,9:45,12:0,2:15,1255,19389.75
8,10,10-15,NSE:BANDHANBNK-EQ,0.35,23.15,9.3,13.85,332.2,1.78,1,3.4,13,7,5,0,,1,53.85,10:29,12:13,1:44,1505,20844.25
9,10,9-25,NSE:JINDALSTEL-EQ,0.4,29.15,13.5,15.65,374.3,2.24,1,3.75,13,8,4,0,,1,61.54,9:56,11:16,1:20,1336,20908.4
10,10,9-25,NSE:JINDALSTEL-EQ,0.4,29.15,13.5,15.65,374.3,2.24,1,3.75,13,8,4,0,,1,61.54,9:56,11:16,1:20,1336,20908.4
11,15,10-15,NSE:BANDHANBNK-EQ,0.35,23.0,8.2,14.8,332.35,1.77,1,3.4,13,7,4,0,,2,53.85,10:34,12:36,2:2,1504,22259.2
12,10,9-15,NSE:BIOCON-EQ,0.35,23.45,8.2,15.25,333.9,1.8,1,3.35,13,7,1,0,,2,53.85,10:32,12:10,1:38,1497,22829.25
13,10,10-15,NSE:BIOCON-EQ,0.35,24.05,8.85,15.2,332.3,1.85,1,3.35,13,7,3,0,,3,53.85,10:45,13:43,2:58,1505,22876.0
14,15,10-15,NSE:JINDALSTEL-EQ,0.4,29.4,10.9,18.5,371.3,2.26,1,3.75,13,8,4,0,,1,61.54,10:45,11:58,1:13,1347,24919.5
15,15,10-15,NSE:JINDALSTEL-EQ,0.4,29.4,10.9,18.5,371.3,2.26,1,3.75,13,8,4,0,,1,61.54,10:45,11:58,1:13,1347,24919.5
16,15,10-0,NSE:JINDALSTEL-EQ,0.4,29.45,9.75,19.7,368.5,2.27,1,3.75,13,8,2,0,,3,61.54,10:39,11:50,1:11,1357,26732.9
17,15,10-0,NSE:JINDALSTEL-EQ,0.4,29.45,9.75,19.7,368.5,2.27,1,3.75,13,8,2,0,,3,61.54,10:39,11:50,1:11,1357,26732.9
18,15,9-30,NSE:INDUSINDBK-EQ,0.95,63.45,13.9,49.55,917.0,4.88,1,9.15,13,7,2,0,,3,53.85,9:57,11:53,1:55,545,27004.75
19,15,9-30,NSE:INDUSINDBK-EQ,0.95,63.45,13.9,49.55,917.0,4.88,1,9.15,13,7,2,0,,3,53.85,9:57,11:53,1:55,545,27004.75
20,10,10-5,NSE:JINDALSTEL-EQ,0.4,32.95,9.45,23.5,371.85,2.53,1,3.75,13,9,3,0,,1,69.23,10:31,11:48,1:16,1345,31607.5
21,10,10-5,NSE:JINDALSTEL-EQ,0.4,32.95,9.45,23.5,371.85,2.53,1,3.75,13,9,3,0,,1,69.23,10:31,11:48,1:16,1345,31607.5
22,10,9-25,NSE:BIOCON-EQ,0.35,29.75,8.3,21.45,333.5,2.29,1,3.35,13,9,2,0,,2,69.23,10:3,12:46,2:42,1499,32153.55
23,10,10-15,NSE:JINDALSTEL-EQ,0.4,32.95,8.2,24.75,371.85,2.53,1,3.75,13,9,4,0,,0,69.23,10:48,11:53,1:5,1345,33288.75
24,10,10-15,NSE:JINDALSTEL-EQ,0.4,32.95,8.2,24.75,371.85,2.53,1,3.75,13,9,4,0,,0,69.23,10:48,11:53,1:5,1345,33288.75
