
1655956079777 :: history :: {'symbol': 'NSE:SUNPHARMA-EQ', 'resolution': '10', 'date_format': '1', 'range_from': '2022-06-23', 'range_to': '2022-06-23', 'cont_flag': '1'} :: 1655956079893 :: {'s': 'ok', 'candles': [[1655955900, 809.5, 816.2, 808.5, 810.9, 33955]]}
1655956821719 :: history :: {'symbol': 'NSE:JINDALSTEL-EQ', 'resolution': '10', 'date_format': '1', 'range_from': '2022-06-23', 'range_to': '2022-06-23', 'cont_flag': '1'} :: 1655956821792 :: {'s': 'ok', 'candles': [[1655955900, 309.5, 310.55, 305.3, 309.0, 630794], [1655956500, 309.0, 310.7, 308.3, 310.0, 160649]]}

1655956822104 :: history :: {'symbol': 'NSE:BIOCON-EQ', 'resolution': '10', 'date_format': '1', 'range_from': '2022-06-23', 'range_to': '2022-06-23', 'cont_flag': '1'} :: 1655956822180 :: {'s': 'ok', 'candles': [[1655955900, 315.5, 316.55, 312.55, 315.95, 94679], [1655956500, 316.0, 316.7, 315.7, 315.75, 20007]]}

1655956822492 :: history :: {'symbol': 'NSE:BPCL-EQ', 'resolution': '10', 'date_format': '1', 'range_from': '2022-06-23', 'range_to': '2022-06-23', 'cont_flag': '1'} :: 1655956822568 :: {'s': 'ok', 'candles': [[1655955900, 308.45, 309.0, 305.5, 307.4, 539807], [1655956500, 307.5, 307.65, 306.55, 306.65, 107979]]}

1655956822879 :: history :: {'symbol': 'NSE:CIPLA-EQ', 'resolution': '10', 'date_format': '1', 'range_from': '2022-06-23', 'range_to': '2022-06-23', 'cont_flag': '1'} :: 1655956822950 :: {'s': 'ok', 'candles': [[1655955900, 917.0, 921.55, 914.4, 917.5, 50338], [1655956500, 917.15, 921.1, 917.15, 919.5, 20123]]}

1655956823260 :: history :: {'symbol': 'NSE:TATASTEEL-EQ', 'resolution': '10', 'date_format': '1', 'range_from': '2022-06-23', 'range_to': '2022-06-23', 'cont_flag': '1'} :: 1655956823338 :: {'s': 'ok', 'candles': [[1655955900, 840.0, 846.6, 835.45, 846.6, 931036], [1655956500, 846.1, 849.45, 844.1, 845.7, 231229]]}

1655956823649 :: history :: {'symbol': 'NSE:HDFC-EQ', 'resolution': '10', 'date_format': '1', 'range_from': '2022-06-23', 'range_to': '2022-06-23', 'cont_flag': '1'} :: 1655956823723 :: {'s': 'ok', 'candles': [[1655955900, 2156.35, 2169.0, 2142.25, 2168.75, 196316], [1655956500, 2168.9, 2177.45, 2165.2, 2166.65, 81832]]}

1655956824033 :: history :: {'symbol': 'NSE:BANKBARODA-EQ', 'resolution': '10', 'date_format': '1', 'range_from': '2022-06-23', 'range_to': '2022-06-23', 'cont_flag': '1'} :: 1655956824108 :: {'s': 'ok', 'candles': [[1655955900, 95.2, 95.7, 94.6, 94.95, 1545552], [1655956500, 94.95, 95.4, 94.85, 95.4, 574231]]}

1655956824416 :: history :: {'symbol': 'NSE:COALINDIA-EQ', 'resolution': '10', 'date_format': '1', 'range_from': '2022-06-23', 'range_to': '2022-06-23', 'cont_flag': '1'} :: 1655956824490 :: {'s': 'ok', 'candles': [[1655955900, 180.3, 180.9, 178.2, 180.4, 626168], [1655956500, 180.4, 180.75, 180.0, 180.3, 124496]]}

1655956824800 :: history :: {'symbol': 'NSE:SBIN-EQ', 'resolution': '10', 'date_format': '1', 'range_from': '2022-06-23', 'range_to': '2022-06-23', 'cont_flag': '1'} :: 1655956824875 :: {'s': 'ok', 'candles': [[1655955900, 449.0, 449.5, 447.2, 449.35, 491778], [1655956500, 449.35, 450.3, 449.3, 449.8, 197245]]}

1655956825185 :: history :: {'symbol': 'NSE:ADANIPORTS-EQ', 'resolution': '10', 'date_format': '1', 'range_from': '2022-06-23', 'range_to': '2022-06-23', 'cont_flag': '1'} :: 1655956825266 :: {'s': 'ok', 'candles': [[1655955900, 672.7, 675.5, 670.05, 675.45, 169380], [1655956500, 675.45, 678.5, 675.4, 677.0, 84986]]}

1655956825579 :: history :: {'symbol': 'NSE:MARICO-EQ', 'resolution': '10', 'date_format': '1', 'range_from': '2022-06-23', 'range_to': '2022-06-23', 'cont_flag': '1'} :: 1655956825671 :: {'s': 'ok', 'candles': [[1655955900, 481.15, 481.95, 475.3, 476.35, 83330], [1655956500, 476.35, 478.3, 476.35, 477.55, 16656]]}

1655956825987 :: history :: {'symbol': 'NSE:M&M-EQ', 'resolution': '10', 'date_format': '1', 'range_from': '2022-06-23', 'range_to': '2022-06-23', 'cont_flag': '1'} :: 1655956826074 :: {'s': 'ok', 'candles': [[1655955900, 986.0, 998.5, 985.2, 995.45, 303242], [1655956500, 995.65, 996.5, 992.15, 992.85, 109759]]}

1655956826392 :: history :: {'symbol': 'NSE:WIPRO-EQ', 'resolution': '10', 'date_format': '1', 'range_from': '2022-06-23', 'range_to': '2022-06-23', 'cont_flag': '1'} :: 1655956826481 :: {'s': 'ok', 'candles': [[1655955900, 412.5, 419.85, 412.5, 417.8, 648883], [1655956500, 418.0, 418.75, 417.4, 417.6, 132286]]}

1655957135689 :: history :: {'symbol': 'NSE:SUNPHARMA-EQ', 'resolution': '10', 'date_format': '1', 'range_from': '2022-06-23', 'range_to': '2022-06-23', 'cont_flag': '1'} :: 1655957135818 :: {'s': 'ok', 'candles': [[1655955900, 809.5, 816.2, 808.5, 810.15, 102868], [1655956500, 810.15, 814.95, 809.65, 814.95, 52605]]}

1655957136135 :: history :: {'symbol': 'NSE:POWERGRID-EQ', 'resolution': '10', 'date_format': '1', 'range_from': '2022-06-23', 'range_to': '2022-06-23', 'cont_flag': '1'} :: 1655957136249 :: {'s': 'ok', 'candles': [[1655955900, 210.1, 210.8, 208.6, 210.2, 419694], [1655956500, 210.2, 210.95, 209.3, 210.55, 212008]]}

1655957136557 :: history :: {'symbol': 'NSE:ITC-EQ', 'resolution': '10', 'date_format': '1', 'range_from': '2022-06-23', 'range_to': '2022-06-23', 'cont_flag': '1'} :: 1655957136630 :: {'s': 'ok', 'candles': [[1655955900, 265.5, 267.0, 265.1, 266.45, 557305], [1655956500, 266.45, 266.95, 264.85, 265.15, 440401]]}

1655957136942 :: history :: {'symbol': 'NSE:KOTAKBANK-EQ', 'resolution': '10', 'date_format': '1', 'range_from': '2022-06-23', 'range_to': '2022-06-23', 'cont_flag': '1'} :: 1655957137018 :: {'s': 'ok', 'candles': [[1655955900, 1675.0, 1675.5, 1663.25, 1675.3, 67202], [1655956500, 1675.85, 1684.8, 1675.5, 1684.0, 34984]]}

1655957137330 :: history :: {'symbol': 'NSE:BHARTIARTL-EQ', 'resolution': '10', 'date_format': '1', 'range_from': '2022-06-23', 'range_to': '2022-06-23', 'cont_flag': '1'} :: 1655957137409 :: {'s': 'ok', 'candles': [[1655955900, 648.15, 657.5, 647.75, 655.85, 414926], [1655956500, 655.5, 656.8, 653.1, 656.15, 151113]]}

1655957137720 :: history :: {'symbol': 'NSE:HCLTECH-EQ', 'resolution': '10', 'date_format': '1', 'range_from': '2022-06-23', 'range_to': '2022-06-23', 'cont_flag': '1'} :: 1655957137801 :: {'s': 'ok', 'candles': [[1655955900, 962.1, 973.45, 958.6, 973.0, 143324], [1655956500, 973.25, 974.4, 969.55, 973.0, 50336]]}

1655957138113 :: history :: {'symbol': 'NSE:TITAN-EQ', 'resolution': '10', 'date_format': '1', 'range_from': '2022-06-23', 'range_to': '2022-06-23', 'cont_flag': '1'} :: 1655957138190 :: {'s': 'ok', 'candles': [[1655955900, 2040.0, 2040.0, 1997.15, 2016.3, 136838], [1655956500, 2016.05, 2026.7, 2015.0, 2024.85, 64997]]}

1655957138500 :: history :: {'symbol': 'NSE:ICICIBANK-EQ', 'resolution': '10', 'date_format': '1', 'range_from': '2022-06-23', 'range_to': '2022-06-23', 'cont_flag': '1'} :: 1655957138584 :: {'s': 'ok', 'candles': [[1655955900, 690.2, 693.9, 690.2, 693.45, 424055], [1655956500, 693.55, 697.4, 693.55, 697.0, 208048]]}

1655957138895 :: history :: {'symbol': 'NSE:ONGC-EQ', 'resolution': '10', 'date_format': '1', 'range_from': '2022-06-23', 'range_to': '2022-06-23', 'cont_flag': '1'} :: 1655957138977 :: {'s': 'ok', 'candles': [[1655955900, 134.0, 134.65, 132.2, 134.25, 2261538], [1655956500, 134.25, 134.4, 133.6, 134.25, 878743]]}

1655957139284 :: history :: {'symbol': 'NSE:CHOLAFIN-EQ', 'resolution': '10', 'date_format': '1', 'range_from': '2022-06-23', 'range_to': '2022-06-23', 'cont_flag': '1'} :: 1655957139361 :: {'s': 'ok', 'candles': [[1655955900, 620.0, 634.0, 613.7, 634.0, 303082], [1655956500, 634.0, 645.8, 633.05, 643.95, 472328]]}

1655957139673 :: history :: {'symbol': 'NSE:BANDHANBNK-EQ', 'resolution': '10', 'date_format': '1', 'range_from': '2022-06-23', 'range_to': '2022-06-23', 'cont_flag': '1'} :: 1655957139742 :: {'s': 'ok', 'candles': [[1655955900, 282.45, 284.75, 281.85, 282.6, 347699], [1655956500, 282.8, 283.7, 282.65, 283.15, 142150]]}

1655957140055 :: history :: {'symbol': 'NSE:AXISBANK-EQ', 'resolution': '10', 'date_format': '1', 'range_from': '2022-06-23', 'range_to': '2022-06-23', 'cont_flag': '1'} :: 1655957140141 :: {'s': 'ok', 'candles': [[1655955900, 627.4, 631.0, 626.15, 630.85, 429670], [1655956500, 631.0, 634.0, 631.0, 633.4, 249911]]}

1655957140452 :: history :: {'symbol': 'NSE:GRASIM-EQ', 'resolution': '10', 'date_format': '1', 'range_from': '2022-06-23', 'range_to': '2022-06-23', 'cont_flag': '1'} :: 1655957140532 :: {'s': 'ok', 'candles': [[1655955900, 1334.0, 1334.0, 1321.35, 1327.55, 27463], [1655956500, 1327.55, 1330.45, 1323.2, 1325.35, 20485]]}

1655957140842 :: history :: {'symbol': 'NSE:TECHM-EQ', 'resolution': '10', 'date_format': '1', 'range_from': '2022-06-23', 'range_to': '2022-06-23', 'cont_flag': '1'} :: 1655957140915 :: {'s': 'ok', 'candles': [[1655955900, 981.1, 994.7, 980.1, 992.5, 161559], [1655956500, 992.6, 994.85, 989.45, 993.0, 66174]]}

1655957141226 :: history :: {'symbol': 'NSE:HINDALCO-EQ', 'resolution': '10', 'date_format': '1', 'range_from': '2022-06-23', 'range_to': '2022-06-23', 'cont_flag': '1'} :: 1655957141300 :: {'s': 'ok', 'candles': [[1655955900, 317.0, 320.9, 315.5, 318.1, 1189215], [1655956500, 318.05, 320.0, 317.1, 319.45, 576080]]}

1655957141612 :: history :: {'symbol': 'NSE:UPL-EQ', 'resolution': '10', 'date_format': '1', 'range_from': '2022-06-23', 'range_to': '2022-06-23', 'cont_flag': '1'} :: 1655957141688 :: {'s': 'ok', 'candles': [[1655955900, 613.0, 617.45, 608.0, 609.5, 355013], [1655956500, 609.4, 614.65, 607.5, 612.9, 236060]]}

1655957142000 :: history :: {'symbol': 'NSE:INDUSINDBK-EQ', 'resolution': '10', 'date_format': '1', 'range_from': '2022-06-23', 'range_to': '2022-06-23', 'cont_flag': '1'} :: 1655957142081 :: {'s': 'ok', 'candles': [[1655955900, 781.0, 785.95, 776.0, 784.0, 262932], [1655956500, 784.45, 789.0, 784.45, 788.3, 231062]]}

1655957142392 :: history :: {'symbol': 'NSE:GAIL-EQ', 'resolution': '10', 'date_format': '1', 'range_from': '2022-06-23', 'range_to': '2022-06-23', 'cont_flag': '1'} :: 1655957142489 :: {'s': 'ok', 'candles': [[1655955900, 133.0, 133.0, 131.1, 132.45, 706489], [1655956500, 132.35, 132.55, 131.2, 131.2, 528224]]}

1655957142802 :: history :: {'symbol': 'NSE:LUPIN-EQ', 'resolution': '10', 'date_format': '1', 'range_from': '2022-06-23', 'range_to': '2022-06-23', 'cont_flag': '1'} :: 1655957142897 :: {'s': 'ok', 'candles': [[1655955900, 615.45, 619.05, 613.7, 616.3, 36602], [1655956500, 616.3, 616.45, 614.05, 615.5, 14134]]}

1655957143210 :: history :: {'symbol': 'NSE:TATAMOTORS-EQ', 'resolution': '10', 'date_format': '1', 'range_from': '2022-06-23', 'range_to': '2022-06-23', 'cont_flag': '1'} :: 1655957143286 :: {'s': 'ok', 'candles': [[1655955900, 396.3, 398.55, 394.55, 398.15, 1061411], [1655956500, 398.2, 402.35, 398.15, 401.65, 1745063]]}

1655957143597 :: history :: {'symbol': 'NSE:IOC-EQ', 'resolution': '10', 'date_format': '1', 'range_from': '2022-06-23', 'range_to': '2022-06-23', 'cont_flag': '1'} :: 1655957143685 :: {'s': 'ok', 'candles': [[1655955900, 106.0, 106.4, 105.15, 106.2, 884395], [1655956500, 106.2, 106.3, 105.9, 106.0, 261905]]}

1655957143997 :: history :: {'symbol': 'NSE:JINDALSTEL-EQ', 'resolution': '10', 'date_format': '1', 'range_from': '2022-06-23', 'range_to': '2022-06-23', 'cont_flag': '1'} :: 1655957144078 :: {'s': 'ok', 'candles': [[1655955900, 309.5, 310.55, 305.3, 309.0, 630794], [1655956500, 309.0, 314.3, 308.3, 313.1, 513165]]}

1655957144390 :: history :: {'symbol': 'NSE:BIOCON-EQ', 'resolution': '10', 'date_format': '1', 'range_from': '2022-06-23', 'range_to': '2022-06-23', 'cont_flag': '1'} :: 1655957144481 :: {'s': 'ok', 'candles': [[1655955900, 315.5, 316.55, 312.55, 315.95, 94679], [1655956500, 316.0, 316.7, 315.7, 316.5, 39234]]}

1655957144790 :: history :: {'symbol': 'NSE:BPCL-EQ', 'resolution': '10', 'date_format': '1', 'range_from': '2022-06-23', 'range_to': '2022-06-23', 'cont_flag': '1'} :: 1655957144910 :: {'s': 'ok', 'candles': [[1655955900, 308.45, 309.0, 305.5, 307.4, 539807], [1655956500, 307.5, 307.65, 306.35, 306.85, 167213]]}

1655957145224 :: history :: {'symbol': 'NSE:CIPLA-EQ', 'resolution': '10', 'date_format': '1', 'range_from': '2022-06-23', 'range_to': '2022-06-23', 'cont_flag': '1'} :: 1655957145318 :: {'s': 'ok', 'candles': [[1655955900, 917.0, 921.55, 914.4, 917.5, 50338], [1655956500, 917.15, 921.9, 917.15, 921.2, 38110]]}

1655957145631 :: history :: {'symbol': 'NSE:TATASTEEL-EQ', 'resolution': '10', 'date_format': '1', 'range_from': '2022-06-23', 'range_to': '2022-06-23', 'cont_flag': '1'} :: 1655957145711 :: {'s': 'ok', 'candles': [[1655955900, 840.0, 846.6, 835.45, 846.6, 931036], [1655956500, 846.1, 853.8, 844.1, 851.25, 590272]]}

1655957146022 :: history :: {'symbol': 'NSE:HDFC-EQ', 'resolution': '10', 'date_format': '1', 'range_from': '2022-06-23', 'range_to': '2022-06-23', 'cont_flag': '1'} :: 1655957146095 :: {'s': 'ok', 'candles': [[1655955900, 2156.35, 2169.0, 2142.25, 2168.75, 196316], [1655956500, 2168.9, 2177.45, 2164.4, 2166.05, 143694]]}

1655957146401 :: history :: {'symbol': 'NSE:BANKBARODA-EQ', 'resolution': '10', 'date_format': '1', 'range_from': '2022-06-23', 'range_to': '2022-06-23', 'cont_flag': '1'} :: 1655957146487 :: {'s': 'ok', 'candles': [[1655955900, 95.2, 95.7, 94.6, 94.95, 1545552], [1655956500, 94.95, 95.65, 94.85, 95.6, 1030473]]}

1655957146802 :: history :: {'symbol': 'NSE:COALINDIA-EQ', 'resolution': '10', 'date_format': '1', 'range_from': '2022-06-23', 'range_to': '2022-06-23', 'cont_flag': '1'} :: 1655957146886 :: {'s': 'ok', 'candles': [[1655955900, 180.3, 180.9, 178.2, 180.4, 626168], [1655956500, 180.4, 180.75, 180.0, 180.5, 229741]]}

1655957147202 :: history :: {'symbol': 'NSE:SBIN-EQ', 'resolution': '10', 'date_format': '1', 'range_from': '2022-06-23', 'range_to': '2022-06-23', 'cont_flag': '1'} :: 1655957147287 :: {'s': 'ok', 'candles': [[1655955900, 449.0, 449.5, 447.2, 449.35, 491778], [1655956500, 449.35, 451.85, 449.3, 451.6, 438239]]}

1655957147601 :: history :: {'symbol': 'NSE:ADANIPORTS-EQ', 'resolution': '10', 'date_format': '1', 'range_from': '2022-06-23', 'range_to': '2022-06-23', 'cont_flag': '1'} :: 1655957147678 :: {'s': 'ok', 'candles': [[1655955900, 672.7, 675.5, 670.05, 675.45, 169380], [1655956500, 675.45, 680.25, 675.4, 679.3, 144964]]}

1655957147995 :: history :: {'symbol': 'NSE:MARICO-EQ', 'resolution': '10', 'date_format': '1', 'range_from': '2022-06-23', 'range_to': '2022-06-23', 'cont_flag': '1'} :: 1655957148077 :: {'s': 'ok', 'candles': [[1655955900, 481.15, 481.95, 475.3, 476.35, 83330], [1655956500, 476.35, 478.45, 476.35, 478.4, 25438]]}

1655957148384 :: history :: {'symbol': 'NSE:M&M-EQ', 'resolution': '10', 'date_format': '1', 'range_from': '2022-06-23', 'range_to': '2022-06-23', 'cont_flag': '1'} :: 1655957148464 :: {'s': 'ok', 'candles': [[1655955900, 986.0, 998.5, 985.2, 995.45, 303242], [1655956500, 995.65, 996.5, 992.1, 992.65, 191954]]}

1655957148772 :: history :: {'symbol': 'NSE:WIPRO-EQ', 'resolution': '10', 'date_format': '1', 'range_from': '2022-06-23', 'range_to': '2022-06-23', 'cont_flag': '1'} :: 1655957148857 :: {'s': 'ok', 'candles': [[1655955900, 412.5, 419.85, 412.5, 417.8, 648883], [1655956500, 418.0, 418.75, 416.5, 416.9, 317803]]}
