,SYMBOL,Date,Series,Prev Close,Open,High,Low,Last,Close,VWAP,Volume,Turnover,Trades,Deliverable Volume,%Deliverble,Descripency Detail,Descripency,V AVERAGE
26,TATACONSUM,2022-04-18,EQ,817.6,816.2,824.9,809.0,822.5,822.3,817.22,1480954,121026104970000.0,50018,656659,44.34,-,0,0.368
27,TATACONSUM,2022-04-19,EQ,822.3,825.0,836.85,784.85,788.0,791.35,815.41,2460482,200630143580000.0,69159,1027403,41.76,-,0,0.368
88,BHARTIARTL,2022-04-18,EQ,740.65,736.65,740.15,723.4,732.3,729.5,728.67,8950327,652183384920000.0,112351,5286416,59.06,-,0,0.367
89,BHARTIARTL,2022-04-19,EQ,729.5,739.0,739.0,716.85,719.5,723.5,728.28,9957060,725157321715000.0,162713,5592961,56.17,-,0,0.367
30,SHREECEM,2022-04-18,EQ,25363.55,25170.0,25500.05,24900.0,25420.15,25435.35,25292.83,34525,87323485080000.0,11015,14778,42.8,-,0,0.358
31,SHREECEM,2022-04-19,EQ,25435.35,25400.0,25775.35,24649.4,24712.15,24860.9,25410.36,38327,97390297230000.0,13255,17232,44.96,-,0,0.358
36,RELIANCE,2022-04-18,EQ,2551.65,2533.0,2559.8,2521.8,2540.2,2543.85,2538.38,4603103,1168444090545000.0,222881,3079230,66.89,-,0,0.358
37,RELIANCE,2022-04-19,EQ,2543.85,2558.0,2668.0,2551.05,2626.0,2640.8,2628.35,12064446,3170955893780000.0,459863,6735937,55.83,-,0,0.358
10,WIPRO,2022-04-18,EQ,559.2,549.85,549.85,536.0,540.55,538.6,540.77,9465031,511840317355000.0,299841,5408972,57.15,-,0,0.356
11,WIPRO,2022-04-19,EQ,538.6,544.0,545.55,526.05,528.65,530.45,536.67,6643004,356509541730000.0,183436,3357095,50.54,-,0,0.356
70,HDFCLIFE,2022-04-18,EQ,564.85,560.5,576.85,555.25,574.45,574.3,569.8,5765896,328541012390000.0,98630,3155949,54.73,-,0,0.356
71,HDFCLIFE,2022-04-19,EQ,574.3,576.9,579.9,542.0,542.95,546.7,561.63,2958108,166135022355000.0,75606,1292157,43.68,-,0,0.356
68,HEROMOTOCO,2022-04-18,EQ,2274.4,2269.9,2294.95,2249.15,2294.4,2285.4,2268.48,422209,95777380225000.0,37689,197105,46.68,-,0,0.351
69,HEROMOTOCO,2022-04-19,EQ,2285.4,2308.0,2327.5,2242.4,2244.0,2263.25,2297.81,484466,111321215475000.0,38964,200547,41.4,-,0,0.351
42,NTPC,2022-04-18,EQ,153.95,154.9,163.75,154.5,163.75,163.2,160.94,82098517,1321256022085000.0,301458,35511917,43.26,-,0,0.35
43,NTPC,2022-04-19,EQ,163.2,164.9,166.35,159.5,160.0,160.65,163.78,38522118,630928631585000.0,205031,17459561,45.32,-,0,0.35
56,IOC,2022-04-18,EQ,127.9,127.7,128.5,126.5,128.2,128.1,127.87,11647900,148938979625000.0,54170,5922249,50.84000000000001,-,0,0.348
57,IOC,2022-04-19,EQ,128.1,129.3,133.0,128.5,129.85,130.3,131.14,20122110,263879002035000.0,96217,8413050,41.81,-,0,0.348
38,POWERGRID,2022-04-18,EQ,229.5,229.5,231.8,227.55,231.45,231.1,229.93,14302443,328855760365000.0,88904,9737594,68.08,-,0,0.346
39,POWERGRID,2022-04-19,EQ,231.1,232.7,233.35,226.5,227.7,227.85,230.78,11277707,260271475360000.0,65044,7435863,65.93,-,0,0.346
14,ULTRACEMCO,2022-04-18,EQ,6730.05,6645.5,6689.9,6570.05,6634.5,6639.6,6641.73,240392,159661978080000.0,35863,116532,48.48,-,0,0.343
15,ULTRACEMCO,2022-04-19,EQ,6639.6,6700.0,6764.25,6506.05,6526.95,6585.7,6673.53,353426,235859853655000.03,41112,195660,55.36,-,0,0.343
34,SBILIFE,2022-04-18,EQ,1146.9,1145.0,1181.95,1133.6,1170.0,1173.4,1169.19,2382085,278511399360000.0,82072,1091898,45.84,-,0,0.342
