SYMBOL,Date,Series,Prev Close,Open,High,Low,Last,Close,VWAP,Volume,Turnover,Trades,Deliverable Volume,%Deliverble,Descripency Detail,Descripency
NESTLEIND,2021-11-15,EQ,19142.45,19200.0,19499.0,19069.85,19380.0,19476.6,19354.06,50833,98382506665000.0,14547,26679,52.47999999999999,"Vol Down, Delivery Up",1
NESTLEIND,2021-11-16,EQ,19476.6,19450.15,19599.0,19321.0,19413.55,19462.1,19435.59,46120,89636949515000.0,13929,27505,59.64,"Vol Down, Delivery Up",1
KOTAKBANK,2021-11-15,EQ,2074.7,2080.1,2108.0,2080.0,2094.75,2097.3,2092.78,1819328,380745446170000.0,71222,904537,49.72,"Vol Down, Delivery Up",1
KOTAKBANK,2021-11-16,EQ,2097.3,2099.9,2103.85,2070.0,2080.0,2082.85,2081.81,1545107,321661687550000.0,60874,1013646,65.6,"Vol Down, Delivery Up",1
HDFCLIFE,2021-11-15,EQ,720.6,723.95,723.95,711.2,713.0,714.6,715.46,1917369,137179220770000.0,61750,1158257,60.41,"Vol Down, Delivery Up",1
HDFCLIFE,2021-11-16,EQ,714.6,718.0,719.4,711.25,712.0,713.6,714.73,1900114,135807719884999.98,70587,1382834,72.78,"Vol Down, Delivery Up",1
DIVISLAB,2021-11-15,EQ,4843.8,4868.0,4927.0,4852.8,4906.15,4907.65,4883.55,292784,142982456495000.0,32355,145953,49.85,"Vol Down, Delivery Up",1
DIVISLAB,2021-11-16,EQ,4907.65,4915.0,4915.0,4842.0,4846.45,4852.6,4870.2,268910,130964503930000.0,33662,146078,54.32,"Vol Down, Delivery Up",1
BAJAJFINSV,2021-11-15,EQ,18273.8,18275.0,18345.0,18000.0,18155.0,18130.5,18124.5,170461,308952083455000.0,29056,52165,30.599999999999998,"Vol Up, Delivery Down",1
BAJAJFINSV,2021-11-16,EQ,18130.5,18230.0,18511.0,18118.75,18192.15,18209.75,18324.35,218955,401220857820000.0,37100,46814,21.38,"Vol Up, Delivery Down",1
WIPRO,2021-11-15,EQ,660.05,661.55,666.0,657.15,658.95,658.9,662.08,4717998,312368655695000.0,102378,1811254,38.39,-,0
WIPRO,2021-11-16,EQ,658.9,658.4,668.75,654.65,662.0,661.45,663.81,5663547,375949585585000.0,101954,2928701,51.71,-,0
UPL,2021-11-15,EQ,769.55,771.0,791.4,770.35,781.75,784.05,784.63,5069793,397791074265000.0,120437,1974313,38.94,-,0
UPL,2021-11-16,EQ,784.05,786.0,794.0,777.1,778.9,780.05,785.75,2830062,222372679369999.97,54411,1074067,37.95,-,0
ULTRACEMCO,2021-11-15,EQ,8080.75,8080.0,8172.55,8031.0,8038.0,8050.8,8077.38,119066,96174116250000.0,17981,36917,31.010000000000005,-,0
