SYMBOL,Date,Series,Prev Close,Open,High,Low,Last,Close,VWAP,Volume,Turnover,Trades,Deliverable Volume,%Deliverble,Descripency Detail,Descripency
UPL,2021-09-20,EQ,742.35,738.0,738.0,701.0,702.9,705.6,717.49,3082145,221142164390000.0,83072,1265604,41.06,"Vol Up, Delivery Down",1
UPL,2021-09-21,EQ,705.6,705.6,727.9,700.0,721.95,721.85,717.84,4222370,303098950300000.0,72373,976392,23.12,"Vol Up, Delivery Down",1
TORNTPHARM,2021-09-20,EQ,3097.2,3097.2,3119.45,3037.55,3047.5,3057.85,3089.79,63781,19706968325000.0,6719,28714,45.02,"Vol Up, Delivery Down",1
TORNTPHARM,2021-09-21,EQ,3057.85,3047.5,3090.0,3019.25,3037.25,3043.6,3053.61,77270,23595263420000.0,8175,15204,19.68,"Vol Up, Delivery Down",1
ONGC,2021-09-20,EQ,127.75,125.05,129.4,125.05,127.7,128.5,128.21,29857432,382807544745000.0,106998,14128911,47.32,"Vol Up, Delivery Down",1
ONGC,2021-09-21,EQ,128.5,129.6,136.0,129.1,135.15,135.2,133.45,51537119,687744082900000.0,222218,13943655,27.060000000000002,"Vol Up, Delivery Down",1
NTPC,2021-09-20,EQ,123.75,122.5,123.95,121.8,121.9,122.7,123.04,7431359,91438932080000.0,47856,3453156,46.47,"Vol Up, Delivery Down",1
NTPC,2021-09-21,EQ,122.7,122.3,125.4,122.1,123.95,124.1,123.82,8629222,106844513830000.0,62492,3401018,39.41,"Vol Up, Delivery Down",1
JSWSTEEL,2021-09-20,EQ,682.3,669.9,669.9,628.1,629.85,633.2,649.61,10340874,671755594790000.0,152431,4387466,42.43,"Vol Up, Delivery Down",1
JSWSTEEL,2021-09-21,EQ,633.2,633.25,672.0,628.7,671.0,668.95,654.1,14289169,934651251729999.9,175629,3143129,22.0,"Vol Up, Delivery Down",1
HAVELLS,2021-09-20,EQ,1471.9,1460.0,1462.3,1400.0,1403.0,1407.2,1435.75,1682673,241589461490000.0,71507,747372,44.42,"Vol Down, Delivery Up",1
HAVELLS,2021-09-21,EQ,1407.2,1410.1,1427.75,1392.05,1414.45,1411.1,1410.59,1677219,236586381935000.0,45561,917544,54.71,"Vol Down, Delivery Up",1
DIVISLAB,2021-09-20,EQ,5122.8,5100.0,5235.6,5079.65,5102.05,5110.1,5177.64,451356,233696057319999.97,43900,140807,31.2,"Vol Down, Delivery Up",1
DIVISLAB,2021-09-21,EQ,5110.1,5119.5,5188.45,5080.0,5180.0,5179.45,5150.26,340766,175503343250000.0,37270,156925,46.05,"Vol Down, Delivery Up",1
COALINDIA,2021-09-20,EQ,156.7,155.9,157.55,152.8,153.35,154.2,155.16,12541523,194590007600000.0,68190,4664138,37.19,"Vol Up, Delivery Down",1
COALINDIA,2021-09-21,EQ,154.2,155.7,158.0,153.45,156.45,156.4,156.1,13645046,212999906040000.0,72221,3071680,22.51,"Vol Up, Delivery Down",1
CIPLA,2021-09-20,EQ,954.05,953.0,953.0,929.8,934.0,938.1,939.69,2308294,216909117480000.03,53917,1531033,66.33,"Vol Up, Delivery Down",1
CIPLA,2021-09-21,EQ,938.1,935.0,959.0,933.0,955.0,956.1,950.2,2438464,231702304405000.03,45331,1265090,51.88,"Vol Up, Delivery Down",1
BAJAJHLDNG,2021-09-20,EQ,4398.85,4450.0,4800.0,4405.0,4496.85,4482.9,4581.7,413440,189425734470000.0,70262,41026,9.92,"Vol Down, Delivery Up",1
BAJAJHLDNG,2021-09-21,EQ,4482.9,4546.85,4739.95,4411.85,4718.5,4681.85,4597.08,343062,157708199740000.0,41257,105463,30.740000000000002,"Vol Down, Delivery Up",1
AXISBANK,2021-09-20,EQ,807.35,800.0,808.55,791.5,792.95,795.85,799.65,6306484,504299912170000.0,155725,3356042,53.22,"Vol Up, Delivery Down",1
AXISBANK,2021-09-21,EQ,795.85,795.25,799.0,772.3,794.45,795.35,785.41,7833561,615254801725000.0,174973,3018650,38.53,"Vol Up, Delivery Down",1
ADANIGREEN,2021-09-20,EQ,1153.25,1145.95,1145.95,1112.05,1121.95,1131.15,1130.71,1781350,201418517310000.0,23304,1341529,75.31,"Vol Up, Delivery Down",1
ADANIGREEN,2021-09-21,EQ,1131.15,1115.0,1127.0,1097.25,1117.0,1120.7,1117.22,1798120,200889799710000.0,21168,1228772,68.34,"Vol Up, Delivery Down",1
WIPRO,2021-09-20,EQ,665.25,657.75,670.5,653.4,658.55,662.5,664.4,4546430,302064388410000.0,102563,1272354,27.99,-,0
WIPRO,2021-09-21,EQ,662.5,660.5,669.0,657.1,667.6,667.6,663.15,3683551,244273338140000.0,73613,1221378,33.16,-,0
ULTRACEMCO,2021-09-20,EQ,7711.85,7684.0,7730.15,7545.65,7567.95,7576.0,7659.92,291081,222965652350000.0,31514,158071,54.300000000000004,-,0
ULTRACEMCO,2021-09-21,EQ,7576.0,7535.0,7688.0,7514.5,7612.0,7592.7,7601.51,214916,163368597390000.0,31522,95992,44.66,-,0
UBL,2021-09-20,EQ,1594.65,1572.3,1619.45,1540.35,1544.7,1555.2,1580.71,359847,56881232310000.0,20043,66656,18.52,-,0
UBL,2021-09-21,EQ,1555.2,1560.65,1608.0,1535.2,1597.9,1601.3,1583.96,733260,116145416609999.98,40570,161168,21.98,-,0
TITAN,2021-09-20,EQ,2095.6,2088.0,2096.0,2070.55,2076.9,2077.35,2081.85,411738,85717627135000.0,37253,165495,40.19,-,0
TITAN,2021-09-21,EQ,2077.35,2075.0,2097.5,2062.1,2089.0,2085.85,2081.01,539788,112330512465000.02,32786,279725,51.82,-,0
TECHM,2021-09-20,EQ,1451.55,1440.0,1493.15,1426.35,1433.0,1431.3,1460.28,2526342,368917145500000.0,106912,677465,26.82,-,0
TECHM,2021-09-21,EQ,1431.3,1439.0,1466.45,1420.4,1459.95,1461.7,1444.18,1713705,247489896844999.97,55189,486727,28.4,-,0
TCS,2021-09-20,EQ,3827.85,3809.0,3871.0,3807.85,3820.05,3823.5,3837.22,2002008,768214733075000.0,120832,1112498,55.57,-,0
TCS,2021-09-21,EQ,3823.5,3858.0,3871.55,3821.65,3861.95,3862.95,3850.74,1568129,603845560545000.0,99059,851956,54.33,-,0
TATASTEEL,2021-09-20,EQ,1385.9,1350.0,1351.9,1247.35,1247.35,1253.1,1293.0,28238412,3651237624019999.5,680557,9761688,34.57,-,0
TATASTEEL,2021-09-21,EQ,1253.1,1258.0,1296.9,1232.9,1296.5,1292.2,1263.43,25593540,3233568876500000.0,467449,6186655,24.17,-,0
TATAMOTORS,2021-09-20,EQ,308.6,304.9,310.25,297.3,297.8,298.95,304.42,19632688,597649909770000.0,209600,5758398,29.330000000000002,-,0
TATAMOTORS,2021-09-21,EQ,298.95,298.6,302.7,293.1,301.6,301.95,297.82,19439330,578934971165000.0,170991,3576840,18.4,-,0
TATACONSUM,2021-09-20,EQ,874.15,870.05,876.95,855.0,857.45,857.0,865.48,1081450,93596914615000.0,45883,488650,45.18,-,0
TATACONSUM,2021-09-21,EQ,857.0,855.0,864.45,851.0,859.85,858.9,858.08,1478291,126849360575000.0,33920,747102,50.54,-,0
SUNPHARMA,2021-09-20,EQ,769.9,766.7,774.75,751.6,753.95,756.5,765.33,2206369,168859783355000.0,72295,1095643,49.66,-,0
SUNPHARMA,2021-09-21,EQ,756.5,756.5,766.35,751.05,762.2,764.5,760.73,2123997,161579763440000.0,56579,996836,46.93,-,0
SIEMENS,2021-09-20,EQ,2180.55,2180.0,2201.8,2120.55,2127.0,2136.25,2179.52,230984,50343332580000.0,12481,132631,57.42,-,0
SIEMENS,2021-09-21,EQ,2136.25,2123.15,2176.9,2116.05,2173.8,2169.55,2146.32,172748,37077231245000.0,15465,32833,19.01,-,0
SHREECEM,2021-09-20,EQ,30559.45,30450.0,30700.0,29838.25,29898.0,30101.9,30276.08,52781,159800175570000.0,16546,20616,39.06,-,0
SHREECEM,2021-09-21,EQ,30101.9,30250.0,30354.65,29486.25,30055.0,30059.9,29885.09,66855,199796784145000.0,20699,24438,36.55,-,0
SBIN,2021-09-20,EQ,454.1,449.4,453.5,435.65,436.9,437.45,444.85,18376916,817490914345000.0,224634,5361436,29.17,-,0
SBIN,2021-09-21,EQ,437.45,440.15,441.35,432.65,439.55,438.8,436.88,17279588,754907750620000.0,187042,5134035,29.710000000000004,-,0
SBILIFE,2021-09-20,EQ,1198.8,1189.85,1198.7,1174.0,1176.0,1177.5,1186.96,2117784,251372695744999.97,63162,1228326,57.99999999999999,-,0
SBILIFE,2021-09-21,EQ,1177.5,1189.0,1195.95,1170.9,1184.35,1184.6,1183.0,2117913,250548149690000.0,88147,1366583,64.52,-,0
SBICARD,2021-09-20,EQ,1078.05,1075.0,1077.0,1053.95,1075.5,1072.3,1066.44,1113168,118712214630000.0,45345,706530,63.470000000000006,-,0
SBICARD,2021-09-21,EQ,1072.3,1030.9,1079.9,1012.0,1064.0,1069.9,1023.22,39774519,4069825280190000.0,160386,32714241,82.25,-,0
RELIANCE,2021-09-20,EQ,2390.55,2372.1,2418.35,2370.0,2391.85,2394.35,2398.57,5436385,1303955348725000.0,171011,3042705,55.97,-,0
RELIANCE,2021-09-21,EQ,2394.35,2405.0,2416.6,2384.0,2400.0,2404.7,2401.93,4576111,1099151085165000.0,149803,2365643,51.7,-,0
POWERGRID,2021-09-20,EQ,178.8,177.2,179.2,175.1,175.35,177.0,177.19,5874802,104095022705000.0,68431,2671127,45.47,-,0
POWERGRID,2021-09-21,EQ,177.0,176.05,178.4,175.45,175.8,175.9,176.52,7110756,125522070345000.0,64819,4118170,57.91,-,0
PNB,2021-09-20,EQ,39.75,39.5,39.5,38.0,38.1,38.1,38.78,49454941,191797177280000.0,85088,18696427,37.8,-,0
