SYMBOL,Date,Series,Prev Close,Open,High,Low,Last,Close,VWAP,Volume,Turnover,Trades,Deliverable Volume,%Deliverble,Descripency Detail,Descripency
WIPRO,2021-09-27,EQ,676.5,678.05,678.35,651.0,654.65,653.9,658.22,8399082,552843634289999.94,216413,3577553,42.59,"Vol Down, Delivery Up",1
WIPRO,2021-09-28,EQ,653.9,653.9,653.9,635.25,639.0,639.6,642.5,8112462,521222978085000.06,229439,3725545,45.92,"Vol Down, Delivery Up",1
UPL,2021-09-27,EQ,718.65,722.95,737.0,716.25,726.9,725.85,728.07,2611791,190156418520000.0,55165,823435,31.53,"Vol Down, Delivery Up",1
UPL,2021-09-28,EQ,725.85,728.0,732.9,710.25,715.65,716.8,721.66,2577784,186029015895000.0,51524,1159398,44.98,"Vol Down, Delivery Up",1
HINDALCO,2021-09-27,EQ,478.75,474.9,489.95,472.3,481.0,481.4,482.82,6825039,329524352580000.0,70306,1817237,26.63,"Vol Down, Delivery Up",1
HINDALCO,2021-09-28,EQ,481.4,480.9,486.9,475.05,476.7,478.15,480.48,6148679,295433567685000.0,73447,2052757,33.39,"Vol Down, Delivery Up",1
ADANIPORTS,2021-09-27,EQ,744.8,749.7,753.8,736.4,750.2,750.25,746.15,3803939,283829281380000.0,63043,870469,22.88,"Vol Down, Delivery Up",1
ADANIPORTS,2021-09-28,EQ,750.25,754.0,756.9,733.0,737.0,738.7,743.85,3748173,278807825210000.0,59682,1156974,30.870000000000005,"Vol Down, Delivery Up",1
ULTRACEMCO,2021-09-27,EQ,7521.5,7543.6,7670.85,7526.05,7624.0,7622.9,7600.74,261520,198774614895000.0,32729,140198,53.61,-,0
ULTRACEMCO,2021-09-28,EQ,7622.9,7629.9,7788.0,7550.0,7579.95,7588.3,7680.19,403030,309534834985000.0,55558,152578,37.86,-,0
TITAN,2021-09-27,EQ,2092.9,2099.0,2107.35,2077.2,2092.5,2090.25,2090.52,507550,106104425785000.0,30520,260013,51.23,-,0
TITAN,2021-09-28,EQ,2090.25,2083.2,2138.0,2083.05,2133.85,2129.3,2121.94,923489,195959188560000.0,58033,272159,29.470000000000002,-,0
TECHM,2021-09-27,EQ,1514.75,1523.0,1525.0,1459.2,1465.0,1464.4,1475.14,2728552,402499819960000.0,123076,1485228,54.43,-,0
