,SYMBOL,Date,Series,Prev Close,Open,High,Low,Last,Close,VWAP,Volume,Turnover,Trades,Deliverable Volume,%Deliverble,Descripency Detail,Descripency,V AVERAGE
6,BAJFINANCE,2022-04-06,EQ,7388.45,7350.0,7425.0,7300.0,7342.0,7346.95,7353.0,767031,563997802015000.0,67643,201815,26.31,"Vol Down, Delivery Up",1,0.474
7,BAJFINANCE,2022-04-07,EQ,7346.95,7310.0,7356.0,7270.0,7291.95,7290.2,7306.68,718266,524813818455000.0,77867,243467,33.9,"Vol Down, Delivery Up",1,0.474
0,JSWSTEEL,2022-04-06,EQ,733.45,730.5,746.5,729.8,737.95,737.4,739.66,4111360,304099548040000.0,64950,587911,14.3,"Vol Down, Delivery Up",1,0.465
1,JSWSTEEL,2022-04-07,EQ,737.4,735.0,742.75,725.75,728.55,728.05,733.56,2954985,216766590370000.0,55278,723704,24.49,"Vol Down, Delivery Up",1,0.465
2,ITC,2022-04-06,EQ,259.45,257.5,263.35,257.3,260.0,259.6,260.2,19597941,509932048540000.0,155736,8355630,42.64,"Vol Down, Delivery Up",1,0.329
3,ITC,2022-04-07,EQ,259.6,258.0,262.2,255.8,256.7,256.65,258.62,16061089,415364142265000.0,126604,8700729,54.17000000000001,"Vol Down, Delivery Up",1,0.329
8,BAJAJ-AUTO,2022-04-06,EQ,3809.7,3801.0,3810.0,3741.6,3791.0,3801.8,3776.26,240470,90807822380000.0,23606,84412,35.1,"Vol Down, Delivery Up",1,0.312
9,BAJAJ-AUTO,2022-04-07,EQ,3801.8,3801.85,3819.6,3771.05,3811.6,3802.25,3795.07,224527,85209472425000.0,20902,96580,43.01,"Vol Down, Delivery Up",1,0.312
4,BRITANNIA,2022-04-06,EQ,3303.4,3282.0,3295.0,3254.65,3287.0,3282.5,3273.19,245111,80229486825000.0,23348,133888,54.620000000000005,"Vol Up, Delivery Down",1,0.287
5,BRITANNIA,2022-04-07,EQ,3282.5,3275.0,3322.0,3265.65,3294.85,3294.1,3292.3,302703,99659036535000.0,26258,115882,38.28,"Vol Up, Delivery Down",1,0.287
24,TATAMOTORS,2022-04-06,EQ,458.05,455.9,462.7,452.6,456.5,456.15,458.18,24974477,1144279876260000.0,259884,7624131,30.53,-,0,0.598
25,TATAMOTORS,2022-04-07,EQ,456.15,456.5,459.1,448.5,450.25,449.5,454.17,19950241,906074224645000.0,213771,5657099,28.360000000000003,-,0,0.598
58,INDUSINDBK,2022-04-06,EQ,973.25,967.0,978.75,961.0,967.0,968.3,969.55,2406015,233274734665000.0,57457,560717,23.3,-,0,0.597
59,INDUSINDBK,2022-04-07,EQ,968.3,960.5,986.9,960.0,970.8,972.6,973.91,3182285,309926708450000.0,58311,1106982,34.79,-,0,0.597
64,HINDALCO,2022-04-06,EQ,586.85,582.95,589.45,576.05,581.0,581.25,581.97,9648592,561520829510000.06,129010,4776692,49.51,-,0,0.52
65,HINDALCO,2022-04-07,EQ,581.25,581.4,584.9,569.0,575.0,574.75,573.77,9357569,536906802355000.0,140782,4420725,47.24,-,0,0.52
22,TATASTEEL,2022-04-06,EQ,1344.9,1350.0,1386.7,1346.8,1370.0,1370.75,1370.35,11409754,1563530660570000.0,231426,2219075,19.45,-,0,0.492
23,TATASTEEL,2022-04-07,EQ,1370.75,1377.0,1381.0,1341.0,1353.7,1349.5,1360.25,5565064,756985999010000.0,131239,1486268,26.71,-,0,0.492
98,ADANIPORTS,2022-04-06,EQ,848.05,852.95,862.65,840.0,850.0,849.85,853.17,8785541,749555823680000.0,129846,2041561,23.24,-,0,0.466
99,ADANIPORTS,2022-04-07,EQ,849.85,850.0,866.0,813.6,820.45,817.4,840.56,11662093,980270349960000.0,171399,2651968,22.74,-,0,0.466
92,BAJAJFINSV,2022-04-06,EQ,16818.85,16818.85,16899.1,16651.0,16700.0,16720.0,16742.33,246552,412785385930000.0,35409,95845,38.87,-,0,0.46
93,BAJAJFINSV,2022-04-07,EQ,16720.0,16650.0,16700.0,16480.0,16570.0,16553.9,16574.59,216790,359320635770000.0,41323,59399,27.399999999999995,-,0,0.46
40,ONGC,2022-04-06,EQ,171.85,170.6,173.5,170.3,173.0,172.8,172.67,12969222,223941748370000.0,104673,5741272,44.27,-,0,0.458
41,ONGC,2022-04-07,EQ,172.8,170.6,173.8,168.2,169.0,168.85,170.79,24550313,419287668230000.0,93872,12675612,51.63,-,0,0.458
94,AXISBANK,2022-04-06,EQ,783.1,777.0,779.95,769.2,773.75,773.7,774.39,9954921,770894525315000.0,166138,5476289,55.010000000000005,-,0,0.448
95,AXISBANK,2022-04-07,EQ,773.7,769.5,795.0,769.2,791.85,792.1,787.27,9820244,773117892040000.0,176485,3907947,39.79,-,0,0.448
12,UPL,2022-04-06,EQ,793.55,796.2,811.8,792.1,803.9,805.3,806.0,2880663,232182239775000.0,58462,959173,33.3,-,0,0.439
13,UPL,2022-04-07,EQ,805.3,797.0,809.0,790.45,805.0,803.35,801.54,2227078,178510020460000.0,53265,768340,34.5,-,0,0.439
60,ICICIBANK,2022-04-06,EQ,741.8,732.3,744.9,732.1,739.55,741.6,739.21,13518142,999268277320000.0,199736,7649180,56.58,-,0,0.418
61,ICICIBANK,2022-04-07,EQ,741.6,737.1,757.8,737.1,748.9,748.55,749.8,15087175,1131228924720000.0,277671,8736241,57.91,-,0,0.418
32,SBIN,2022-04-06,EQ,509.4,507.0,515.2,506.0,512.75,513.95,510.73,13738275,701650764200000.0,156632,3543860,25.8,-,0,0.417
33,SBIN,2022-04-07,EQ,513.95,510.05,519.9,510.05,516.55,514.95,515.08,19620958,1010645592215000.0,193008,6494062,33.1,-,0,0.417
84,COALINDIA,2022-04-06,EQ,187.9,188.7,197.0,188.3,193.8,193.85,193.96,46157039,895272336640000.0,231491,17084099,37.01,-,0,0.397
85,COALINDIA,2022-04-07,EQ,193.85,195.0,197.05,189.9,191.85,190.75,194.08,21712301,421388417575000.0,132520,6865386,31.620000000000005,-,0,0.397
48,M&M,2022-04-06,EQ,836.55,838.7,838.7,822.95,827.0,827.85,828.66,2049292,169816105090000.0,70532,1068000,52.12,-,0,0.394
49,M&M,2022-04-07,EQ,827.85,826.0,840.3,822.3,833.65,834.3,831.75,2913537,242334785120000.0,91046,1590861,54.6,-,0,0.394
88,BPCL,2022-04-06,EQ,380.0,379.0,386.45,377.45,385.7,385.8,383.55,5843175,224116906630000.03,84198,1966795,33.66,-,0,0.392
89,BPCL,2022-04-07,EQ,385.8,384.85,387.3,379.5,381.55,380.8,383.22,3346885,128260509125000.0,48547,1445932,43.2,-,0,0.392
78,EICHERMOT,2022-04-06,EQ,2543.45,2531.0,2555.45,2522.05,2529.9,2530.7,2536.79,469837,119187866220000.0,37320,250693,53.36,-,0,0.383
79,EICHERMOT,2022-04-07,EQ,2530.7,2523.0,2577.9,2512.0,2544.0,2538.4,2550.24,451071,115033895605000.0,30175,97921,21.71,-,0,0.383
52,KOTAKBANK,2022-04-06,EQ,1802.2,1787.5,1793.0,1771.75,1778.5,1779.4,1780.54,2349001,418247868735000.0,70183,1213609,51.66,-,0,0.382
53,KOTAKBANK,2022-04-07,EQ,1779.4,1771.0,1792.0,1763.0,1767.9,1766.45,1773.46,4388783,778332653515000.0,130201,2995633,68.26,-,0,0.382
18,TECHM,2022-04-06,EQ,1489.05,1482.0,1482.0,1454.0,1459.9,1459.35,1461.73,2627895,384126383935000.0,115977,1484841,56.50000000000001,-,0,0.38
19,TECHM,2022-04-07,EQ,1459.35,1454.0,1474.65,1450.7,1471.0,1468.55,1465.02,3336784,488845039435000.06,77638,2199757,65.92,-,0,0.38
16,TITAN,2022-04-06,EQ,2549.2,2547.0,2564.9,2523.3,2529.95,2540.05,2543.41,1349078,343126381400000.0,79916,613329,45.46,-,0,0.377
17,TITAN,2022-04-07,EQ,2540.05,2502.3,2544.45,2452.0,2457.0,2458.35,2480.98,2785215,691005929445000.0,187589,1226324,44.03,-,0,0.377
76,GRASIM,2022-04-06,EQ,1702.3,1700.0,1717.3,1693.45,1695.5,1699.75,1705.1,446989,76216263740000.0,25325,158062,35.36,-,0,0.376
77,GRASIM,2022-04-07,EQ,1699.75,1689.5,1700.0,1668.0,1682.0,1681.95,1681.93,863932,145307055905000.0,29869,439222,50.84000000000001,-,0,0.376
90,BHARTIARTL,2022-04-06,EQ,766.6,764.0,780.7,763.0,773.8,775.65,774.03,7490027,579754025645000.0,125133,4105969,54.82,-,0,0.373
91,BHARTIARTL,2022-04-07,EQ,775.65,775.0,777.85,759.55,763.35,762.4,766.75,5818505,446135793020000.0,99161,4092668,70.34,-,0,0.373
46,MARUTI,2022-04-06,EQ,7761.85,7739.0,7849.0,7675.0,7740.0,7744.2,7755.53,393628,305279544945000.0,49080,111901,28.43,-,0,0.37
47,MARUTI,2022-04-07,EQ,7744.2,7659.75,7748.0,7621.05,7647.45,7640.5,7681.01,458566,352225046595000.0,68809,198206,43.22,-,0,0.37
72,HDFC,2022-04-06,EQ,2623.7,2597.4,2604.0,2530.1,2537.0,2536.05,2558.47,5102935,1305572251565000.0,232140,2796172,54.79999999999999,-,0,0.368
73,HDFC,2022-04-07,EQ,2536.05,2511.6,2519.9,2458.15,2466.0,2462.7,2478.02,8094839,2005917510510000.0,308847,5533241,68.36,-,0,0.368
26,TATACONSUM,2022-04-06,EQ,806.65,810.45,812.5,797.05,807.4,809.25,806.16,2004175,161568456770000.0,58279,812211,40.53,-,0,0.362
27,TATACONSUM,2022-04-07,EQ,809.25,809.0,818.3,802.05,805.0,804.9,811.62,1965237,159503165275000.0,56194,728863,37.09,-,0,0.362
36,RELIANCE,2022-04-06,EQ,2626.05,2587.1,2634.5,2587.1,2616.0,2619.05,2613.61,5656703,1478438749360000.0,163311,3640461,64.36,-,0,0.361
37,RELIANCE,2022-04-07,EQ,2619.05,2595.1,2606.0,2567.0,2572.2,2572.85,2583.1,7151632,1847334862745000.0,233582,4936384,69.02,-,0,0.361
10,WIPRO,2022-04-06,EQ,599.15,598.0,598.0,591.0,593.5,593.55,593.87,4117951,244554002040000.0,105112,1972687,47.9,-,0,0.353
