SYMBOL,Date,Series,Prev Close,Open,High,Low,Last,Close,VWAP,Volume,Turnover,Trades,Deliverable Volume,%Deliverble,Descripency Detail,Descripency
TATASTEEL,2022-04-21,EQ,1314.25,1316.0,1322.75,1285.85,1307.0,1302.15,1301.15,6669028,867742723085000.0,168216,1794176,26.900000000000002,"Vol Down, Delivery Up",1
TATASTEEL,2022-04-22,EQ,1302.15,1301.6,1311.55,1273.75,1278.95,1277.55,1291.07,5584823,721039004090000.0,159826,1893755,33.91,"Vol Down, Delivery Up",1
TATAMOTORS,2022-04-21,EQ,440.55,444.5,449.35,441.05,447.4,448.05,445.15,14124872,628765400990000.0,188929,4345296,30.760000000000005,"Vol Up, Delivery Down",1
TATAMOTORS,2022-04-22,EQ,448.05,442.05,447.25,438.0,438.8,438.85,442.67,14362036,635761677340000.0,136174,3361646,23.41,"Vol Up, Delivery Down",1
SHREECEM,2022-04-21,EQ,25713.85,25750.0,26100.0,25625.1,26061.1,26056.55,25925.64,20640,53510518990000.0,7240,4914,23.81,"Vol Down, Delivery Up",1
SHREECEM,2022-04-22,EQ,26056.55,25801.1,26015.0,25605.85,25901.05,25855.25,25850.64,17334,44809505610000.0,5709,5489,31.670000000000005,"Vol Down, Delivery Up",1
PIIND,2022-04-21,EQ,2874.0,2869.95,2885.05,2851.5,2874.45,2876.3,2872.11,164550,47260612600000.0,14133,98929,60.12,"Vol Up, Delivery Down",1
PIIND,2022-04-22,EQ,2876.3,2877.9,2913.25,2854.0,2875.0,2878.4,2884.14,177013,51053035205000.0,20257,79625,44.98,"Vol Up, Delivery Down",1
NAUKRI,2022-04-21,EQ,4643.05,4699.0,4699.0,4600.0,4628.25,4632.05,4627.2,241755,111864860170000.0,29806,128806,53.28000000000001,"Vol Up, Delivery Down",1
NAUKRI,2022-04-22,EQ,4632.05,4603.25,4694.95,4575.0,4667.85,4656.05,4641.37,287197,133298718465000.02,33580,100663,35.05,"Vol Up, Delivery Down",1
MARUTI,2022-04-21,EQ,7666.7,7709.8,7899.8,7686.05,7871.0,7879.2,7797.04,772708,602483804485000.0,81006,269098,34.83,"Vol Up, Delivery Down",1
MARUTI,2022-04-22,EQ,7879.2,7789.0,8016.65,7731.0,7900.0,7904.5,7925.54,960818,761500221225000.0,111790,246048,25.61,"Vol Up, Delivery Down",1
LUPIN,2022-04-21,EQ,777.2,786.0,786.0,769.0,784.0,782.45,781.54,936009,73153293545000.0,26202,522352,55.81,"Vol Up, Delivery Down",1
LUPIN,2022-04-22,EQ,782.45,776.0,783.95,748.65,753.0,754.2,760.66,1161567,88355928375000.0,30305,388857,33.48,"Vol Up, Delivery Down",1
JUBLFOOD,2022-04-21,EQ,551.7,556.0,600.85,555.0,594.95,594.75,580.71,7144617,414894706170000.0,149508,1688676,23.64,"Vol Down, Delivery Up",1
JUBLFOOD,2022-04-22,EQ,594.75,594.0,594.0,570.95,577.8,574.35,580.53,5349486,310551712985000.0,126170,1711907,32.0,"Vol Down, Delivery Up",1
INDUSINDBK,2022-04-21,EQ,972.55,976.1,992.7,976.1,988.0,989.25,987.76,1957820,193385972165000.0,55017,518260,26.47,"Vol Down, Delivery Up",1
INDUSINDBK,2022-04-22,EQ,989.25,980.0,988.0,957.1,960.5,959.85,970.69,1942893,188595036610000.0,65280,547731,28.190000000000005,"Vol Down, Delivery Up",1
INDIGO,2022-04-21,EQ,1896.35,1906.0,1951.0,1894.0,1937.5,1938.45,1922.86,417188,80219254655000.0,21720,111281,26.670000000000005,"Vol Up, Delivery Down",1
INDIGO,2022-04-22,EQ,1938.45,1925.0,1945.0,1905.2,1913.0,1916.1,1926.92,448347,86392956790000.0,20766,82113,18.31,"Vol Up, Delivery Down",1
DMART,2022-04-21,EQ,4054.8,4075.0,4080.0,4015.0,4035.0,4030.25,4052.3,209196,84772403455000.0,23615,121309,57.99000000000001,"Vol Up, Delivery Down",1
DMART,2022-04-22,EQ,4030.25,4028.65,4060.05,3995.75,4037.0,4028.85,4020.48,210640,84687368850000.0,29033,96436,45.78,"Vol Up, Delivery Down",1
BRITANNIA,2022-04-21,EQ,3304.2,3297.0,3369.95,3274.4,3353.55,3359.9,3345.97,152205,50927380165000.0,21214,64930,42.66,"Vol Down, Delivery Up",1
BRITANNIA,2022-04-22,EQ,3359.9,3341.3,3377.5,3325.0,3363.0,3364.1,3354.16,148494,49807321750000.0,13914,72870,49.07,"Vol Down, Delivery Up",1
BAJAJFINSV,2022-04-21,EQ,15509.3,15601.0,16021.0,15592.65,15869.0,15835.75,15807.34,236489,373826308345000.0,39227,58333,24.67,"Vol Down, Delivery Up",1
BAJAJFINSV,2022-04-22,EQ,15835.75,15700.05,15748.5,15430.0,15450.8,15454.2,15559.94,214876,334345745465000.0,34964,58953,27.440000000000005,"Vol Down, Delivery Up",1
BAJAJ-AUTO,2022-04-21,EQ,3720.75,3705.0,3739.5,3680.1,3700.0,3702.35,3708.16,216475,80272476120000.0,18335,100932,46.63,"Vol Up, Delivery Down",1
BAJAJ-AUTO,2022-04-22,EQ,3702.35,3670.0,3694.75,3622.85,3639.45,3642.5,3651.81,228316,83376765585000.0,23004,99096,43.4,"Vol Up, Delivery Down",1
ADANITRANS,2022-04-21,EQ,2687.55,2744.0,2747.7,2663.0,2715.5,2699.6,2701.6,420973,113730107830000.0,25574,155622,36.97,"Vol Down, Delivery Up",1
ADANITRANS,2022-04-22,EQ,2699.6,2694.0,2706.0,2626.75,2660.0,2658.55,2662.55,363276,96724223555000.0,30569,167215,46.03,"Vol Down, Delivery Up",1
ZYDUSLIFE,2022-04-21,EQ,360.95,361.1,364.1,359.05,361.4,361.55,361.31,501945,18135856010000.0,12957,234058,46.63,-,0
ZYDUSLIFE,2022-04-22,EQ,361.55,360.0,360.35,351.2,352.55,352.3,355.28,974094,34607435764999.996,23124,540172,55.45,-,0
ZOMATO,2022-04-21,EQ,80.3,81.1,81.85,80.65,80.95,80.8,81.1,6780602,54990067415000.0,45210,2449878,36.13,-,0
ZOMATO,2022-04-22,EQ,80.8,80.7,81.8,80.2,81.2,81.2,80.81,7211263,58271292204999.99,40649,2588339,35.89,-,0
WIPRO,2022-04-21,EQ,536.5,541.0,542.5,537.35,539.9,539.2,539.84,6694391,361390907515000.0,97342,4170515,62.3,-,0
WIPRO,2022-04-22,EQ,539.2,535.0,540.85,530.65,537.8,537.7,537.06,4891212,262686827990000.0,100828,1826776,37.35,-,0
VEDL,2022-04-21,EQ,421.9,422.0,426.1,417.15,425.35,424.95,423.71,8243160,349270185700000.0,48858,1756365,21.31,-,0
VEDL,2022-04-22,EQ,424.95,419.9,424.95,414.8,417.75,415.8,419.88,4288543,180068208310000.0,40032,1303371,30.39,-,0
UPL,2022-04-21,EQ,825.25,831.0,833.65,821.0,828.0,829.15,827.31,2691988,222709723350000.0,51674,1374619,51.06,-,0
UPL,2022-04-22,EQ,829.15,828.9,828.9,811.3,816.2,816.55,818.44,3147260,257583909900000.0,44864,1799648,57.18,-,0
ULTRACEMCO,2022-04-21,EQ,6807.15,6830.0,6887.0,6808.0,6828.0,6846.5,6852.76,181457,124348088234999.98,21377,67559,37.23,-,0
ULTRACEMCO,2022-04-22,EQ,6846.5,6800.0,6809.95,6710.1,6740.95,6744.1,6761.0,237385,160495975600000.0,23937,143199,60.32000000000001,-,0
TORNTPHARM,2022-04-21,EQ,2859.65,2873.9,2894.0,2824.05,2827.4,2829.95,2840.56,108945,30946463700000.0,11084,58886,54.05,-,0
TORNTPHARM,2022-04-22,EQ,2829.95,2820.0,2826.95,2713.95,2749.0,2737.55,2749.31,175983,48383254220000.0,13516,93104,52.910000000000004,-,0
TITAN,2022-04-21,EQ,2482.7,2482.7,2524.95,2466.0,2522.0,2521.0,2507.76,880723,220864059360000.0,52825,501722,56.97,-,0
TITAN,2022-04-22,EQ,2521.0,2515.0,2526.45,2476.5,2504.8,2512.7,2507.85,878780,220385077669999.97,44871,435268,49.53,-,0
TECHM,2022-04-21,EQ,1309.2,1313.9,1319.0,1297.45,1314.5,1312.7,1310.02,3728173,488398909364999.94,108850,2650732,71.1,-,0
TECHM,2022-04-22,EQ,1312.7,1305.0,1324.0,1292.85,1305.0,1306.5,1309.42,1954666,255947697800000.0,80841,828988,42.41,-,0
TCS,2022-04-21,EQ,3556.8,3580.0,3644.0,3567.4,3621.0,3628.65,3619.23,2280996,825543963910000.0,136751,1468817,64.39,-,0
TCS,2022-04-22,EQ,3628.65,3581.1,3617.0,3571.5,3613.0,3612.55,3602.06,1581465,569653681860000.0,93552,992489,62.760000000000005,-,0
TATACONSUM,2022-04-21,EQ,810.45,812.0,822.0,804.25,818.95,820.05,815.19,1344250,109581756959999.98,40579,703577,52.34000000000001,-,0
TATACONSUM,2022-04-22,EQ,820.05,818.0,821.6,803.1,811.6,815.6,812.91,1880668,152880534850000.0,47740,982999,52.27,-,0
SUNPHARMA,2022-04-21,EQ,923.5,931.0,946.0,920.6,942.1,944.1,937.51,2410164,225955528750000.0,70098,1286406,53.37,-,0
SUNPHARMA,2022-04-22,EQ,944.1,941.0,942.25,918.35,924.95,924.8,929.54,1745381,162239896480000.0,44393,698026,39.99,-,0
SRF,2022-04-21,EQ,2542.65,2560.45,2584.3,2531.3,2547.0,2547.4,2547.97,531946,135538504134999.98,30951,263851,49.60000000000001,-,0
SRF,2022-04-22,EQ,2547.4,2510.0,2534.9,2475.0,2483.0,2489.35,2501.14,614298,153644609610000.0,49165,297343,48.4,-,0
SIEMENS,2022-04-21,EQ,2383.8,2398.1,2406.6,2366.0,2380.0,2379.85,2380.09,197325,46965133300000.0,9736,141125,71.52,-,0
SIEMENS,2022-04-22,EQ,2379.85,2374.7,2374.7,2330.0,2334.5,2339.7,2358.01,101796,24003625765000.0,8759,57049,56.04,-,0
SBIN,2022-04-21,EQ,509.3,513.4,518.0,512.2,516.9,516.3,515.24,10035638,517080746270000.0,108987,3642087,36.29,-,0
SBIN,2022-04-22,EQ,516.3,512.9,513.5,499.0,499.5,500.6,505.07,16760456,846512737095000.0,208796,6463154,38.56,-,0
SBILIFE,2022-04-21,EQ,1128.35,1125.2,1148.6,1125.2,1141.9,1144.55,1141.12,731288,83448597720000.0,51041,378719,51.790000000000006,-,0
