SYMBOL,Date,Series,Prev Close,Open,High,Low,Last,Close,VWAP,Volume,Turnover,Trades,Deliverable Volume,%Deliverble,Descripency Detail,Descripency
WIPRO,2021-09-24,EQ,674.3,680.5,699.15,675.0,676.5,676.5,687.0,12126588,833097259680000.0,229739,2866017,23.63,"Vol Down, Delivery Up",1
WIPRO,2021-09-27,EQ,676.5,678.05,678.35,651.0,654.65,653.9,658.22,8399082,552843634289999.94,216413,3577553,42.59,"Vol Down, Delivery Up",1
RELIANCE,2021-09-24,EQ,2489.9,2503.55,2505.45,2472.0,2479.0,2482.7,2488.36,7011181,1744632105545000.0,234214,4228344,60.31000000000001,"Vol Up, Delivery Down",1
RELIANCE,2021-09-27,EQ,2482.7,2487.0,2529.9,2475.3,2527.0,2524.45,2510.93,7095022,1781511654495000.0,224209,4184695,58.98,"Vol Up, Delivery Down",1
ONGC,2021-09-24,EQ,137.75,138.9,139.9,134.5,135.5,136.1,137.66,33667173,463471786345000.0,107557,21776330,64.68,"Vol Up, Delivery Down",1
ONGC,2021-09-27,EQ,136.1,138.05,140.75,137.5,139.95,140.0,139.42,34196564,476775941070000.0,151907,15602369,45.63,"Vol Up, Delivery Down",1
JSWSTEEL,2021-09-24,EQ,677.25,677.25,679.0,650.75,659.8,659.15,660.28,7363339,486184258560000.06,113645,2313727,31.42,"Vol Down, Delivery Up",1
JSWSTEEL,2021-09-27,EQ,659.15,660.45,663.75,646.3,648.1,648.65,655.67,5889365,386147976305000.0,74288,2900927,49.26,"Vol Down, Delivery Up",1
INDUSINDBK,2021-09-24,EQ,1169.15,1172.2,1189.35,1141.25,1160.55,1163.05,1166.1,4615559,538220459530000.0,97117,1498933,32.48,"Vol Down, Delivery Up",1
INDUSINDBK,2021-09-27,EQ,1163.05,1172.0,1177.95,1144.9,1151.0,1150.7,1159.28,3083520,357465569155000.0,56680,1524727,49.45,"Vol Down, Delivery Up",1
HDFCLIFE,2021-09-24,EQ,724.65,728.9,731.3,720.75,725.95,725.8,725.44,2219394,161003271995000.0,68739,1142996,51.5,"Vol Down, Delivery Up",1
HDFCLIFE,2021-09-27,EQ,725.8,729.4,730.25,718.3,721.6,721.0,721.67,1906863,137612535295000.0,66299,1222687,64.12,"Vol Down, Delivery Up",1
HCLTECH,2021-09-24,EQ,1328.3,1340.0,1377.75,1337.0,1359.75,1358.2,1362.58,7951730,1083488101860000.0,196697,4552036,57.25,"Vol Down, Delivery Up",1
HCLTECH,2021-09-27,EQ,1358.2,1366.0,1367.95,1290.05,1299.0,1295.2,1313.55,7653504,1005326268629999.9,260249,5199330,67.93,"Vol Down, Delivery Up",1
ADANIPORTS,2021-09-24,EQ,754.5,756.0,764.9,743.0,743.8,744.8,753.04,4445517,334763858320000.0,70619,791642,17.81,"Vol Down, Delivery Up",1
ADANIPORTS,2021-09-27,EQ,744.8,749.7,753.8,736.4,750.2,750.25,746.15,3803939,283829281380000.0,63043,870469,22.88,"Vol Down, Delivery Up",1
UPL,2021-09-24,EQ,726.85,728.0,731.9,713.55,719.9,718.65,723.47,1372681,99309464930000.0,32485,437768,31.89,-,0
UPL,2021-09-27,EQ,718.65,722.95,737.0,716.25,726.9,725.85,728.07,2611791,190156418520000.0,55165,823435,31.53,-,0
ULTRACEMCO,2021-09-24,EQ,7619.7,7633.0,7642.6,7500.0,7519.0,7521.5,7543.65,341258,257433036850000.0,48702,224826,65.88,-,0
ULTRACEMCO,2021-09-27,EQ,7521.5,7543.6,7670.85,7526.05,7624.0,7622.9,7600.74,261520,198774614895000.0,32729,140198,53.61,-,0
TITAN,2021-09-24,EQ,2105.05,2105.0,2115.0,2085.0,2095.7,2092.9,2094.22,540771,113249566865000.02,39759,271810,50.25999999999999,-,0
TITAN,2021-09-27,EQ,2092.9,2099.0,2107.35,2077.2,2092.5,2090.25,2090.52,507550,106104425785000.0,30520,260013,51.23,-,0
TECHM,2021-09-24,EQ,1521.5,1530.0,1547.85,1511.05,1515.0,1514.75,1529.73,3592146,549501642914999.94,160531,1874366,52.18000000000001,-,0
TECHM,2021-09-27,EQ,1514.75,1523.0,1525.0,1459.2,1465.0,1464.4,1475.14,2728552,402499819960000.0,123076,1485228,54.43,-,0
TCS,2021-09-24,EQ,3869.25,3890.0,3944.4,3855.0,3878.75,3871.3,3908.95,2320754,907171888985000.0,185756,1308031,56.36,-,0
TCS,2021-09-27,EQ,3871.3,3900.0,3904.0,3802.9,3839.0,3836.95,3842.81,1673362,643041574460000.0,126569,989998,59.160000000000004,-,0
TATASTEEL,2021-09-24,EQ,1318.7,1320.0,1324.0,1258.45,1267.0,1272.1,1284.94,13286616,1707251201775000.0,302339,3696928,27.82,-,0
TATASTEEL,2021-09-27,EQ,1272.1,1272.0,1288.7,1261.05,1270.35,1270.5,1274.03,8668877,1104437907925000.0,182487,2936978,33.88,-,0
TATAMOTORS,2021-09-24,EQ,321.5,325.1,326.95,316.05,317.6,317.95,321.43,28901243,928964329045000.1,253775,6895772,23.86,-,0
TATAMOTORS,2021-09-27,EQ,317.95,323.15,333.6,323.15,331.0,331.65,329.81,56305136,1856982520230000.0,470501,14894214,26.450000000000003,-,0
TATACONSUM,2021-09-24,EQ,850.65,850.65,852.0,834.0,836.9,836.75,840.04,2846056,239081343135000.0,63558,1823876,64.08,-,0
TATACONSUM,2021-09-27,EQ,836.75,837.1,842.4,829.0,834.0,835.05,835.25,1433229,119709993520000.0,51946,726374,50.68,-,0
SUNPHARMA,2021-09-24,EQ,769.85,769.0,776.65,762.0,769.05,770.45,769.14,1777859,136741960465000.02,54307,755441,42.49000000000001,-,0
SUNPHARMA,2021-09-27,EQ,770.45,771.45,774.5,760.1,763.0,763.05,764.62,2862731,218891425210000.0,48660,2017591,70.48,-,0
SHREECEM,2021-09-24,EQ,29919.25,29999.0,30036.35,29120.05,29330.0,29411.8,29469.39,45317,133546431659999.98,17660,14956,33.0,-,0
SHREECEM,2021-09-27,EQ,29411.8,29632.15,29820.0,29288.35,29449.95,29476.0,29502.69,28033,82704897510000.0,11014,8528,30.42,-,0
SBIN,2021-09-24,EQ,449.8,451.1,451.9,440.0,440.65,440.75,443.93,10731274,476397370900000.0,131592,2970394,27.68,-,0
SBIN,2021-09-27,EQ,440.75,444.9,450.55,442.25,446.0,446.6,447.06,11746892,525157139070000.0,153034,3999470,34.05,-,0
SBILIFE,2021-09-24,EQ,1218.3,1219.0,1238.55,1207.6,1218.0,1222.05,1225.96,1703375,208827709340000.0,67906,850786,49.95,-,0
SBILIFE,2021-09-27,EQ,1222.05,1229.95,1233.0,1208.85,1222.2,1222.8,1218.66,728019,88720623975000.0,33634,405976,55.76,-,0
POWERGRID,2021-09-24,EQ,178.25,178.3,179.5,175.8,176.25,176.15,178.2,5320059,94801089605000.0,41261,3564744,67.01,-,0
POWERGRID,2021-09-27,EQ,176.15,176.5,177.15,175.1,175.9,176.0,175.78,3904237,68629727975000.0,30874,2603800,66.69,-,0
NTPC,2021-09-24,EQ,126.2,126.5,126.7,123.95,124.0,124.25,124.84,8598140,107335190195000.0,49190,5043150,58.650000000000006,-,0
NTPC,2021-09-27,EQ,124.25,125.3,127.8,124.5,127.55,126.85,126.0,8490460,106982109620000.0,55836,4722495,55.620000000000005,-,0
NESTLEIND,2021-09-24,EQ,19839.0,19927.0,19980.0,19800.0,19845.0,19864.25,19866.36,41894,83228110650000.0,10943,19421,46.36,-,0
NESTLEIND,2021-09-27,EQ,19864.25,19900.0,19900.0,19601.1,19624.0,19642.2,19695.95,45974,90550152525000.0,13776,23127,50.3,-,0
