SYMBOL,Date,Series,Prev Close,Open,High,Low,Last,Volume,Deliverable Volume,%Deliverble,Descripency Detail,Descripency,3 day price
WIPRO,2022-06-14,EQ,446.1,440.0,453.7,438.0,446.0,6528192,2411166,36.93,-,0,0
WIPRO,2022-06-15,EQ,445.9,448.45,450.65,439.3,440.45,5695798,2817756,49.47,-,0,0
WIPRO,2022-06-16,EQ,440.1,446.0,446.75,419.75,421.85,8972343,4014888,44.75,-,0,0
VEDL,2022-06-14,EQ,289.7,289.0,296.2,288.25,290.95,7645723,2455307,32.11,-,0,0
VEDL,2022-06-15,EQ,291.15,291.95,295.95,290.6,291.1,6160021,2898737,47.06,-,0,0
VEDL,2022-06-16,EQ,291.35,295.8,296.45,265.85,267.7,14390002,4397812,30.56,-,0,0
UPL,2022-06-14,EQ,726.4,721.9,731.95,712.25,717.5,1590761,762378,47.93,-,0,0
UPL,2022-06-15,EQ,715.7,721.5,723.6,707.05,711.0,1108371,526912,47.54,-,0,0
UPL,2022-06-16,EQ,712.15,722.1,725.5,679.4,681.0,1733865,680334,39.24,-,0,0
ULTRACEMCO,2022-06-14,EQ,5356.15,5350.0,5498.0,5324.0,5430.0,610906,343051,56.15,-,0,0
ULTRACEMCO,2022-06-15,EQ,5428.6,5440.9,5473.55,5401.0,5435.0,286759,116825,40.74,-,0,0
ULTRACEMCO,2022-06-16,EQ,5454.15,5480.0,5486.0,5277.05,5277.4,732233,431493,58.93000000000001,-,0,0
TORNTPHARM,2022-06-14,EQ,2834.2,2829.4,2861.85,2800.0,2806.7,60627,18627,30.72,-,0,0
TORNTPHARM,2022-06-15,EQ,2815.15,2816.0,2845.55,2798.2,2811.35,69008,27495,39.84,-,0,0
TORNTPHARM,2022-06-16,EQ,2817.75,2838.9,2838.9,2786.7,2800.0,198210,113801,57.41,-,0,0
TITAN,2022-06-14,EQ,2102.4,2100.0,2116.9,2072.65,2104.0,893733,374992,41.96,-,0,0
TITAN,2022-06-15,EQ,2102.0,2104.0,2127.5,2090.0,2100.0,783714,296808,37.87,-,0,0
TITAN,2022-06-16,EQ,2105.05,2126.4,2145.0,2042.05,2059.0,1265289,488575,38.61,-,0,0
TECHM,2022-06-14,EQ,1051.95,1034.0,1056.55,1020.4,1032.5,5775453,3241928,56.13,-,0,0
TECHM,2022-06-15,EQ,1030.15,1037.0,1037.0,1017.8,1019.9,3238141,1877382,57.98,-,0,0
TECHM,2022-06-16,EQ,1020.05,1024.05,1033.6,971.0,974.75,5600443,2799284,49.98,-,0,0
TCS,2022-06-14,EQ,3219.6,3190.0,3238.9,3174.7,3215.0,2611493,1741127,66.67,-,0,0
TCS,2022-06-15,EQ,3210.55,3218.5,3234.0,3201.0,3205.0,1404536,825277,58.76,-,0,0
TCS,2022-06-16,EQ,3206.3,3240.0,3244.85,3133.05,3144.5,2032028,1207357,59.42000000000001,-,0,0
TATASTEEL,2022-06-14,EQ,991.95,988.25,1013.7,985.55,997.05,7720260,2688330,34.82,-,0,0
TATASTEEL,2022-06-15,EQ,996.15,953.95,974.25,950.65,960.5,9244333,2543989,27.52,-,0,0
TATASTEEL,2022-06-16,EQ,959.55,975.0,975.0,898.2,898.65,12274105,3607296,29.39,-,0,0
TATAMOTORS,2022-06-14,EQ,406.7,403.0,411.85,397.7,404.7,19626627,4666744,23.78,-,0,0
TATAMOTORS,2022-06-15,EQ,405.15,410.0,416.4,407.45,412.95,15192826,2847154,18.74,-,0,0
TATAMOTORS,2022-06-16,EQ,414.1,420.0,420.9,390.1,393.0,22261032,5981830,26.87,-,0,0
TATACONSUM,2022-06-14,EQ,735.95,734.0,749.0,731.65,736.9,1209734,381888,31.570000000000004,-,0,0
TATACONSUM,2022-06-15,EQ,735.85,739.0,746.45,732.5,736.6,842942,261795,31.06,-,0,0
TATACONSUM,2022-06-16,EQ,737.75,748.75,748.75,719.05,723.0,1060953,386100,36.39,-,0,0
SUNPHARMA,2022-06-14,EQ,829.5,826.0,835.65,821.85,825.2,2461692,1692160,68.74,-,0,0
SUNPHARMA,2022-06-15,EQ,825.05,825.25,830.05,819.15,820.0,2008725,1141163,56.81,-,0,0
SUNPHARMA,2022-06-16,EQ,822.3,822.6,826.0,806.55,813.0,2327414,1156290,49.68,-,0,0
SRF,2022-06-14,EQ,2263.25,2255.0,2318.65,2248.05,2270.0,364548,84591,23.2,-,0,0
SRF,2022-06-15,EQ,2267.95,2294.0,2308.95,2265.55,2286.95,283024,79492,28.09,-,0,0
SRF,2022-06-16,EQ,2292.15,2327.95,2343.0,2170.4,2183.95,591420,152609,25.8,-,0,0
SIEMENS,2022-06-14,EQ,2381.65,2382.75,2406.0,2313.75,2398.05,424696,184603,43.47,-,0,Price decreasing with decreasing volume
SIEMENS,2022-06-15,EQ,2400.55,2425.0,2425.0,2370.0,2376.0,231747,89656,38.69,-,0,Price decreasing with decreasing volume
SIEMENS,2022-06-16,EQ,2382.45,2400.0,2420.1,2330.4,2342.2,173645,52697,30.350000000000005,-,0,Price decreasing with decreasing volume
SHREECEM,2022-06-14,EQ,19135.65,19128.0,19424.95,18898.2,19152.0,36353,10348,28.470000000000002,-,0,0
SHREECEM,2022-06-15,EQ,19208.85,19347.15,19375.0,19051.0,19300.0,30378,10284,33.85,-,0,0
SHREECEM,2022-06-16,EQ,19314.2,19435.0,19489.95,18650.0,18695.0,49042,17035,34.74,-,0,0
SBILIFE,2022-06-14,EQ,1133.7,1125.0,1145.0,1124.15,1133.05,768306,444399,57.84,-,0,0
SBILIFE,2022-06-15,EQ,1132.1,1140.0,1144.7,1122.8,1124.1,947417,656337,69.28,-,0,0
SBILIFE,2022-06-16,EQ,1125.75,1131.35,1137.65,1099.9,1105.05,1385141,840284,60.660000000000004,-,0,0
SBICARD,2022-06-14,EQ,740.05,735.0,743.55,729.15,733.45,795197,276005,34.71,-,0,0
SBICARD,2022-06-15,EQ,731.6,737.0,737.95,722.05,724.6,1052458,550357,52.290000000000006,-,0,0
SBICARD,2022-06-16,EQ,723.3,725.9,734.85,700.45,707.1,1556639,839013,53.900000000000006,-,0,0
SAIL,2022-06-14,EQ,71.5,71.0,73.4,70.7,71.5,29432739,4770417,16.21,-,0,0
SAIL,2022-06-15,EQ,71.25,71.95,72.25,70.5,70.6,23770095,4940197,20.78,-,0,0
SAIL,2022-06-16,EQ,70.75,72.0,72.0,66.5,66.85,39971288,8824842,22.08,-,0,0
RELIANCE,2022-06-14,EQ,2662.9,2650.05,2671.85,2613.45,2627.75,6790653,3299932,48.6,-,0,0
RELIANCE,2022-06-15,EQ,2628.1,2617.55,2637.3,2584.4,2595.8,5166738,1888736,36.56,-,0,0
RELIANCE,2022-06-16,EQ,2596.3,2623.0,2659.05,2554.0,2555.1,7896943,3664860,46.41,-,0,0
POWERGRID,2022-06-14,EQ,222.35,222.35,227.3,222.0,223.75,12767972,7645109,59.88,-,0,0
POWERGRID,2022-06-15,EQ,223.95,224.25,226.3,221.9,221.9,4423923,2446016,55.290000000000006,-,0,0
POWERGRID,2022-06-16,EQ,222.25,223.35,224.3,215.65,216.7,8912500,3892067,43.67,-,0,0
PNB,2022-06-14,EQ,30.1,30.0,30.35,29.8,30.0,20714804,5130339,24.77,-,0,0
PNB,2022-06-15,EQ,29.9,30.0,30.2,29.85,29.9,11190067,2746796,24.55,-,0,0
PNB,2022-06-16,EQ,29.95,30.15,30.25,28.9,28.95,24073157,6587988,27.37,-,0,0
PIIND,2022-06-14,EQ,2593.2,2585.0,2600.95,2526.35,2538.35,187257,67238,35.91,-,0,0
PIIND,2022-06-15,EQ,2541.1,2538.35,2608.0,2532.1,2583.9,152287,79554,52.239999999999995,-,0,0
PIIND,2022-06-16,EQ,2594.05,2594.9,2624.8,2505.05,2532.0,221656,100478,45.33,-,0,0
PIDILITIND,2022-06-14,EQ,2132.45,2115.0,2148.0,2108.05,2121.0,248772,76263,30.659999999999997,-,0,0
PIDILITIND,2022-06-15,EQ,2120.1,2137.75,2144.0,2104.0,2111.0,204558,95549,46.71,-,0,0
PIDILITIND,2022-06-16,EQ,2112.65,2150.0,2150.0,2080.0,2104.0,266206,120431,45.24,-,0,0
PGHH,2022-06-14,EQ,13347.3,13480.75,13525.0,13290.0,13425.0,2821,959,34.0,-,0,0
PGHH,2022-06-15,EQ,13469.65,13349.0,13535.2,13330.0,13333.0,4707,3670,77.97,-,0,0
PGHH,2022-06-16,EQ,13371.65,13431.45,13462.3,13300.0,13360.0,2752,1204,43.75,-,0,0
PAYTM,2022-06-14,EQ,582.25,585.0,612.7,582.85,605.55,3938122,635367,16.13,-,0,0
PAYTM,2022-06-15,EQ,606.5,614.8,625.0,611.9,614.2,3006923,535879,17.82,-,0,0
PAYTM,2022-06-16,EQ,617.1,626.0,645.0,607.2,610.9,6798025,1068732,15.72,-,0,0
ONGC,2022-06-14,EQ,159.55,159.55,160.55,155.3,156.0,12844437,4608967,35.88,-,0,0
ONGC,2022-06-15,EQ,155.95,156.95,157.25,150.8,151.0,16223385,6781151,41.8,-,0,0
ONGC,2022-06-16,EQ,151.4,149.15,151.55,142.6,143.2,25130676,10694114,42.55,-,0,0
NTPC,2022-06-14,EQ,148.9,148.9,152.45,148.9,152.1,17034328,7497381,44.01,-,0,0
NTPC,2022-06-15,EQ,151.4,152.55,153.7,147.55,148.3,15172295,6773868,44.65,-,0,0
NTPC,2022-06-16,EQ,148.15,150.1,150.15,142.0,143.1,18494040,9584497,51.82,-,0,0
NMDC,2022-06-14,EQ,114.0,114.0,116.45,112.85,113.75,7457456,2049968,27.49,-,0,0
NMDC,2022-06-15,EQ,113.75,114.8,115.1,113.45,114.3,4357037,1639031,37.62,-,0,0
NMDC,2022-06-16,EQ,114.05,115.25,115.45,107.6,108.1,8991298,2984967,33.2,-,0,0
NESTLEIND,2022-06-14,EQ,16854.45,16856.5,17100.0,16760.0,16874.95,66081,42816,64.79,-,0,0
NESTLEIND,2022-06-15,EQ,16871.45,17065.0,17065.0,16660.0,16718.0,64753,40477,62.51,-,0,0
NESTLEIND,2022-06-16,EQ,16802.3,16949.0,16949.0,16614.95,16887.0,80754,48410,59.95,-,0,0
NAUKRI,2022-06-14,EQ,3614.05,3614.0,3620.95,3535.05,3596.3,430368,115120,26.75,-,0,0
NAUKRI,2022-06-15,EQ,3607.6,3623.95,3677.8,3600.45,3640.1,228374,54865,24.02,-,0,0
NAUKRI,2022-06-16,EQ,3643.75,3680.55,3718.0,3574.2,3620.0,516775,233499,45.18,-,0,0
MUTHOOTFIN,2022-06-14,EQ,1039.8,1039.8,1050.5,1025.15,1033.0,359691,151736,42.19,-,0,0
MUTHOOTFIN,2022-06-15,EQ,1029.4,1037.0,1055.3,1029.9,1043.65,1294274,900565,69.58,-,0,0
MUTHOOTFIN,2022-06-16,EQ,1042.5,1054.0,1054.0,1028.85,1035.5,510251,274167,53.73,-,0,0
MINDTREE,2022-06-14,EQ,2881.85,2838.5,2970.0,2830.0,2923.0,666906,104222,15.630000000000003,-,0,0
MINDTREE,2022-06-15,EQ,2922.0,2931.0,2973.25,2912.05,2926.0,249157,66664,26.76,-,0,0
MINDTREE,2022-06-16,EQ,2929.25,2979.0,2999.95,2800.05,2822.0,454194,106664,23.48,-,0,0
MCDOWELL-N,2022-06-14,EQ,780.2,779.0,784.5,763.45,766.1,832945,324055,38.9,-,0,0
MCDOWELL-N,2022-06-15,EQ,767.95,771.0,779.95,761.1,767.4,754798,309906,41.06,-,0,0
MCDOWELL-N,2022-06-16,EQ,768.2,777.0,777.0,739.65,745.9,1406780,693756,49.32,-,0,0
MARUTI,2022-06-14,EQ,7901.6,7805.0,7901.4,7750.0,7802.75,553462,232727,42.05,-,0,0
MARUTI,2022-06-15,EQ,7811.65,7816.0,7929.0,7816.0,7840.0,604566,291959,48.29,-,0,0
MARUTI,2022-06-16,EQ,7853.45,7938.0,8025.0,7805.0,7814.25,1319566,560605,42.48,-,0,0
LUPIN,2022-06-14,EQ,612.25,607.5,620.0,606.5,610.5,801599,262619,32.76,-,0,0
LUPIN,2022-06-15,EQ,609.35,614.35,616.5,608.0,613.85,524096,180816,34.5,-,0,0
LUPIN,2022-06-16,EQ,613.7,615.5,618.3,600.25,600.95,1304335,574915,44.08,-,0,0
LTI,2022-06-14,EQ,4086.9,4020.0,4209.95,4020.0,4173.0,553323,183550,33.17,-,0,0
LTI,2022-06-15,EQ,4191.2,4216.0,4242.95,4165.3,4190.0,202139,81126,40.13,-,0,0
LTI,2022-06-16,EQ,4201.85,4380.0,4380.0,4035.2,4054.0,519669,118353,22.770000000000003,-,0,0
LT,2022-06-14,EQ,1532.05,1532.05,1554.3,1525.2,1543.0,1983405,1210021,61.01,-,0,0
LT,2022-06-15,EQ,1544.65,1547.95,1567.0,1539.05,1560.4,1461683,823011,56.31,-,0,0
LT,2022-06-16,EQ,1560.35,1568.4,1575.0,1516.75,1525.0,2329325,1340068,57.53,-,0,0
KOTAKBANK,2022-06-14,EQ,1737.35,1735.6,1748.65,1721.6,1742.0,1551047,883106,56.940000000000005,-,0,0
KOTAKBANK,2022-06-15,EQ,1739.7,1738.0,1750.0,1728.9,1735.0,1770169,1059922,59.88,-,0,0
KOTAKBANK,2022-06-16,EQ,1736.65,1742.0,1753.55,1670.0,1672.25,2973292,1682119,56.57,-,0,0
JUBLFOOD,2022-06-14,EQ,517.9,510.55,528.7,510.55,515.85,1977805,353941,17.9,-,0,0
JUBLFOOD,2022-06-15,EQ,517.1,518.15,527.0,515.8,524.95,1382078,327650,23.71,-,0,0
JUBLFOOD,2022-06-16,EQ,524.15,529.15,538.3,507.75,511.9,4490231,918310,20.45,-,0,0
JSWSTEEL,2022-06-14,EQ,564.0,562.8,576.8,560.15,563.45,3413396,645526,18.91,-,0,0
JSWSTEEL,2022-06-15,EQ,561.9,562.1,569.0,557.05,563.05,3803101,1111206,29.220000000000002,-,0,0
JSWSTEEL,2022-06-16,EQ,563.0,571.5,571.5,544.45,546.0,4899759,1570982,32.06,-,0,0
ITC,2022-06-14,EQ,264.65,263.2,267.45,263.05,266.0,7422193,3444477,46.41,-,0,0
ITC,2022-06-15,EQ,265.45,266.0,267.3,263.05,263.5,5059474,2434719,48.12,-,0,0
ITC,2022-06-16,EQ,263.4,267.0,267.9,259.5,260.4,14293357,6579061,46.03,-,0,0
IOC,2022-06-14,EQ,113.6,113.55,114.0,110.05,110.35,15682933,6171451,39.35,-,0,0
IOC,2022-06-15,EQ,110.25,111.0,111.0,108.3,109.05,9591153,3782312,39.44,-,0,0
IOC,2022-06-16,EQ,109.2,110.55,110.7,107.5,108.3,9931675,4430032,44.61,-,0,0
INFY,2022-06-14,EQ,1424.5,1410.0,1448.9,1403.15,1440.95,6090247,3990459,65.52,-,0,0
INFY,2022-06-15,EQ,1440.55,1440.2,1446.4,1418.85,1421.3,4651958,2806543,60.33,-,0,0
INFY,2022-06-16,EQ,1422.2,1438.0,1443.75,1392.0,1398.25,6641772,4286299,64.54,-,0,0
INDUSTOWER,2022-06-14,EQ,202.6,201.4,206.5,200.9,201.3,5043160,3382302,67.07,-,0,0
INDUSTOWER,2022-06-15,EQ,201.4,203.4,207.15,197.7,205.8,4482071,2621903,58.5,-,0,0
INDUSTOWER,2022-06-16,EQ,206.15,207.95,207.95,204.05,206.95,5132759,3357968,65.42,-,0,0
INDUSINDBK,2022-06-14,EQ,865.45,864.0,869.95,840.3,845.4,3770890,1084085,28.750000000000004,-,0,0
INDUSINDBK,2022-06-15,EQ,844.2,852.0,857.0,828.0,842.0,3911673,1551575,39.67,-,0,0
INDUSINDBK,2022-06-16,EQ,843.3,854.0,859.4,805.15,807.45,3141825,931478,29.65,-,0,0
INDIGO,2022-06-14,EQ,1755.8,1735.0,1770.0,1730.55,1745.05,306321,106877,34.89,-,0,0
INDIGO,2022-06-15,EQ,1742.9,1742.9,1761.85,1732.15,1735.0,245913,105745,43.0,-,0,0
INDIGO,2022-06-16,EQ,1735.5,1729.1,1746.0,1629.55,1646.0,1482360,459491,31.0,-,0,0
ICICIPRULI,2022-06-14,EQ,542.25,530.0,542.1,528.75,532.85,758503,246185,32.46,-,0,0
ICICIPRULI,2022-06-15,EQ,531.55,537.8,537.8,522.5,523.0,953588,450848,47.28,-,0,0
ICICIPRULI,2022-06-16,EQ,524.5,528.0,529.0,509.5,520.0,1629491,614064,37.68,-,0,0
ICICIGI,2022-06-14,EQ,1113.95,1114.15,1149.0,1094.6,1140.0,1312603,797317,60.74,-,0,0
ICICIGI,2022-06-15,EQ,1145.8,1145.8,1161.0,1132.35,1145.85,450709,254259,56.41,-,0,0
ICICIGI,2022-06-16,EQ,1150.75,1155.0,1162.4,1120.0,1127.35,672515,495741,73.71,-,0,0
ICICIBANK,2022-06-14,EQ,688.0,682.4,694.65,680.65,684.95,13348598,8494430,63.63999999999999,-,0,0
ICICIBANK,2022-06-15,EQ,685.5,687.5,696.35,686.1,688.0,9199591,5628187,61.18,-,0,0
ICICIBANK,2022-06-16,EQ,687.25,700.0,700.05,676.3,678.0,13237239,7576433,57.24,-,0,0
HINDUNILVR,2022-06-14,EQ,2196.9,2190.85,2213.95,2160.0,2173.9,1592475,1032969,64.87,-,0,Price decreasing with decreasing volume
HINDUNILVR,2022-06-15,EQ,2171.0,2158.7,2158.9,2131.0,2146.1,1432377,844183,58.940000000000005,-,0,Price decreasing with decreasing volume
HINDUNILVR,2022-06-16,EQ,2146.55,2145.0,2164.0,2135.05,2145.85,1353485,727109,53.72,-,0,Price decreasing with decreasing volume
HINDALCO,2022-06-14,EQ,366.45,363.85,369.6,357.35,358.5,11273145,4768978,42.3,-,0,0
HINDALCO,2022-06-15,EQ,358.3,360.0,362.9,356.05,358.1,8393144,3083511,36.74,-,0,0
HINDALCO,2022-06-16,EQ,357.5,360.4,363.75,332.3,333.4,16614475,5233336,31.5,-,0,0
HEROMOTOCO,2022-06-14,EQ,2598.8,2595.95,2614.9,2530.0,2554.05,509259,143399,28.16,-,0,0
HEROMOTOCO,2022-06-15,EQ,2557.6,2567.0,2628.0,2557.6,2603.0,673444,197920,29.39,-,0,0
HEROMOTOCO,2022-06-16,EQ,2605.3,2620.5,2624.25,2511.05,2518.0,493824,141028,28.560000000000002,-,0,0
HDFCLIFE,2022-06-14,EQ,582.0,580.0,584.65,570.15,572.9,4065780,2656899,65.35,-,0,0
HDFCLIFE,2022-06-15,EQ,572.4,577.0,582.2,571.15,580.05,2601467,1708787,65.69,-,0,0
HDFCLIFE,2022-06-16,EQ,579.75,582.0,585.85,567.65,569.0,2366283,1158375,48.95,-,0,0
HDFCAMC,2022-06-14,EQ,1813.8,1805.0,1826.0,1798.85,1818.1,545533,303692,55.67000000000001,-,0,0
HDFCAMC,2022-06-15,EQ,1820.65,1815.0,1832.9,1798.05,1830.25,369751,184046,49.78,-,0,0
HDFCAMC,2022-06-16,EQ,1829.0,1838.5,1856.7,1776.1,1780.05,583590,369158,63.25999999999999,-,0,0
HDFC,2022-06-14,EQ,2128.45,2094.0,2132.0,2090.05,2112.05,3631959,2198587,60.53000000000001,-,0,0
HDFC,2022-06-15,EQ,2109.5,2097.0,2110.95,2071.3,2110.9,4365287,2673889,61.25000000000001,-,0,0
HDFC,2022-06-16,EQ,2105.45,2115.35,2133.8,2050.0,2057.1,3189251,1907960,59.82000000000001,-,0,0
HCLTECH,2022-06-14,EQ,991.8,988.0,1000.95,978.15,995.5,2461791,1413958,57.440000000000005,-,0,0
HCLTECH,2022-06-15,EQ,996.9,989.0,1007.0,988.0,991.35,2408630,1360198,56.47,-,0,0
HCLTECH,2022-06-16,EQ,989.9,1007.0,1007.0,961.65,970.15,3198618,1988375,62.16,-,0,0
HAVELLS,2022-06-14,EQ,1092.55,1090.0,1125.95,1086.95,1122.0,1446380,863926,59.73,-,0,0
HAVELLS,2022-06-15,EQ,1122.5,1125.0,1129.8,1107.0,1111.95,412426,153739,37.28,-,0,0
HAVELLS,2022-06-16,EQ,1113.6,1126.0,1127.8,1085.3,1088.95,478120,205596,43.0,-,0,0
GODREJCP,2022-06-14,EQ,738.3,735.1,740.75,732.75,740.05,822474,470094,57.16,-,0,0
GODREJCP,2022-06-15,EQ,737.1,743.0,748.0,733.5,741.6,611045,307246,50.28,-,0,0
GODREJCP,2022-06-16,EQ,741.8,746.9,747.7,730.05,740.2,1078506,562911,52.190000000000005,-,0,0
GAIL,2022-06-14,EQ,146.3,145.6,149.5,145.2,146.9,5048744,1616084,32.01,-,0,0
GAIL,2022-06-15,EQ,146.95,149.6,151.9,146.05,147.7,11264526,3918101,34.78,-,0,0
GAIL,2022-06-16,EQ,147.55,148.95,149.4,140.05,141.2,9822257,3714486,37.82,-,0,0
EICHERMOT,2022-06-14,EQ,2700.8,2689.4,2752.15,2676.2,2720.35,739832,364837,49.31,-,0,0
EICHERMOT,2022-06-15,EQ,2722.75,2744.0,2751.1,2703.95,2714.25,339705,162280,47.77,-,0,0
EICHERMOT,2022-06-16,EQ,2720.1,2736.5,2749.0,2631.25,2656.7,542478,262939,48.47,-,0,0
DMART,2022-06-14,EQ,3661.6,3628.0,3712.7,3552.25,3650.0,424143,129513,30.54,-,0,0
DMART,2022-06-15,EQ,3648.3,3669.9,3743.95,3645.35,3655.0,274604,86564,31.52,-,0,0
DMART,2022-06-16,EQ,3662.9,3736.0,3737.9,3562.0,3690.0,408563,119997,29.37,-,0,0
DLF,2022-06-14,EQ,307.7,307.0,319.3,304.05,314.45,6307163,559018,8.86,-,0,0
DLF,2022-06-15,EQ,313.85,315.8,319.6,312.7,316.5,4024438,938800,23.33,-,0,0
DLF,2022-06-16,EQ,317.15,321.2,322.65,302.65,303.0,6574807,1963487,29.86,-,0,0
DIVISLAB,2022-06-14,EQ,3474.15,3474.15,3549.0,3456.5,3525.0,384679,178558,46.42,-,0,0
DIVISLAB,2022-06-15,EQ,3525.65,3525.0,3589.9,3520.45,3584.0,410170,205682,50.14999999999999,-,0,0
DIVISLAB,2022-06-16,EQ,3581.1,3628.0,3628.0,3533.2,3565.0,521488,276648,53.05,-,0,0
DABUR,2022-06-14,EQ,497.8,499.4,503.6,492.05,496.5,1325521,624982,47.15,-,0,0
DABUR,2022-06-15,EQ,495.65,498.5,501.0,493.25,494.05,1213910,709853,58.48,-,0,0
DABUR,2022-06-16,EQ,496.3,498.3,501.85,492.7,496.8,1778349,1097851,61.73,-,0,0
COLPAL,2022-06-14,EQ,1517.1,1517.0,1520.55,1500.1,1506.75,128513,60687,47.22,-,0,0
COLPAL,2022-06-15,EQ,1507.7,1518.0,1521.3,1500.05,1515.0,224274,145316,64.79,-,0,0
COLPAL,2022-06-16,EQ,1516.55,1526.0,1527.05,1505.0,1508.0,273678,168818,61.68,-,0,0
