SYMBOL,Date,Series,Prev Close,Open,High,Low,Last,Volume,Deliverable Volume,%Deliverble,Descripency Detail,Descripency,3 day price
CHOLAFIN,2022-05-30,EQ,656.7,661.9,678.9,661.0,677.0,1518848,548433,36.11,-,0,0
CHOLAFIN,2022-05-31,EQ,676.6,680.0,683.75,665.15,678.0,1628241,692217,42.51,-,0,0
CHOLAFIN,2022-06-01,EQ,679.6,679.6,682.1,665.55,672.0,610383,184353,30.2,-,0,0
BRITANNIA,2022-05-30,EQ,3557.6,3561.4,3617.65,3541.6,3582.0,213495,100463,47.06,-,0,0
BRITANNIA,2022-05-31,EQ,3576.25,3576.6,3700.0,3555.25,3666.0,562987,352837,62.67,-,0,0
BRITANNIA,2022-06-01,EQ,3647.8,3649.1,3669.75,3533.0,3560.0,241386,109414,45.33,-,0,0
BPCL,2022-05-30,EQ,322.35,324.5,330.8,322.0,329.35,3550508,1295041,36.47,-,0,0
BPCL,2022-05-31,EQ,329.15,330.0,330.7,325.0,327.8,10420751,7290813,69.96,-,0,0
BPCL,2022-06-01,EQ,326.2,328.0,331.85,324.1,325.5,6690532,2918243,43.62,-,0,0
BOSCHLTD,2022-05-30,EQ,14185.75,14290.0,14524.95,14256.05,14433.0,13313,5764,43.3,-,0,0
BOSCHLTD,2022-05-31,EQ,14436.75,14454.95,14699.95,14390.0,14625.95,26185,11885,45.39,-,0,0
BOSCHLTD,2022-06-01,EQ,14627.4,14680.0,14775.0,14444.0,14516.35,9840,2081,21.15,-,0,0
BIOCON,2022-05-30,EQ,333.0,335.15,340.1,332.0,334.0,1520296,492786,32.41,-,0,0
BIOCON,2022-05-31,EQ,334.05,333.15,339.5,332.15,334.75,3592613,2183897,60.79,-,0,0
BIOCON,2022-06-01,EQ,334.1,334.0,335.7,326.15,327.95,1443964,392202,27.16,-,0,0
BHARTIARTL,2022-05-30,EQ,684.4,687.45,703.75,683.0,696.1,4675033,1855831,39.7,-,0,0
BHARTIARTL,2022-05-31,EQ,699.05,697.5,706.6,692.6,704.9,44593174,27418855,61.49,-,0,0
BHARTIARTL,2022-06-01,EQ,700.2,701.55,706.2,691.25,695.2,3749781,2145613,57.220000000000006,-,0,0
BERGEPAINT,2022-05-30,EQ,575.25,581.0,609.65,580.85,605.0,1206724,452838,37.53,-,0,0
BERGEPAINT,2022-05-31,EQ,605.2,605.2,618.3,593.35,616.0,1815881,944507,52.01,-,0,0
BERGEPAINT,2022-06-01,EQ,614.9,615.0,616.25,592.4,602.9,963228,282883,29.37,-,0,0
BANKBARODA,2022-05-30,EQ,98.65,99.8,102.0,99.65,101.5,25342786,8388536,33.1,-,0,0
BANKBARODA,2022-05-31,EQ,101.55,101.35,102.45,99.7,100.15,17234246,4516965,26.21,-,0,0
BANKBARODA,2022-06-01,EQ,100.25,101.0,102.5,100.0,102.05,20994336,5625313,26.789999999999996,-,0,0
BANDHANBNK,2022-05-30,EQ,324.45,326.05,330.4,323.6,327.4,3053676,957998,31.370000000000005,-,0,0
BANDHANBNK,2022-05-31,EQ,327.75,326.0,331.7,324.05,326.0,6814800,3870718,56.8,-,0,0
BANDHANBNK,2022-06-01,EQ,325.95,326.0,334.65,326.0,333.55,4258627,921687,21.64,-,0,0
BAJFINANCE,2022-05-30,EQ,5993.5,6088.0,6127.0,6041.1,6114.85,817484,211293,25.85,-,0,0
BAJFINANCE,2022-05-31,EQ,6111.2,6110.0,6169.2,6016.45,6066.0,1548966,800130,51.66,-,0,0
BAJFINANCE,2022-06-01,EQ,6082.15,6060.0,6130.0,5977.25,6015.4,887620,304404,34.29,-,0,0
BAJAJHLDNG,2022-05-30,EQ,5010.65,5055.0,5076.9,4990.0,5060.0,16026,7805,48.7,-,0,0
BAJAJHLDNG,2022-05-31,EQ,5037.35,5088.0,5200.0,5063.9,5129.15,51982,7926,15.25,-,0,0
BAJAJHLDNG,2022-06-01,EQ,5113.6,5151.0,5175.0,5018.0,5045.6,13959,4191,30.020000000000003,-,0,0
BAJAJFINSV,2022-05-30,EQ,12758.4,12924.0,12990.0,12837.0,12940.0,280392,75589,26.96,-,0,0
BAJAJFINSV,2022-05-31,EQ,12924.05,12924.05,13111.95,12773.6,12959.0,419919,144307,34.37,-,0,0
BAJAJFINSV,2022-06-01,EQ,12934.0,12959.0,13024.95,12532.0,12585.0,281233,83557,29.710000000000004,-,0,0
BAJAJ-AUTO,2022-05-30,EQ,3833.05,3860.0,3903.15,3843.05,3858.0,271827,132757,48.84,-,0,0
BAJAJ-AUTO,2022-05-31,EQ,3856.7,3876.0,3958.0,3839.0,3885.0,1154256,691115,59.88,-,0,0
BAJAJ-AUTO,2022-06-01,EQ,3864.1,3877.2,3904.0,3707.3,3723.0,784215,250652,31.96,-,0,0
AXISBANK,2022-05-30,EQ,688.3,695.1,698.0,690.1,693.35,3818060,1325184,34.71,-,0,0
AXISBANK,2022-05-31,EQ,693.65,689.0,696.0,683.05,684.1,10410424,7088667,68.09,-,0,0
AXISBANK,2022-06-01,EQ,685.2,683.0,692.45,680.5,688.0,6966674,3812655,54.730000000000004,-,0,0
ASIANPAINT,2022-05-30,EQ,2834.85,2880.0,2884.0,2817.0,2847.4,2525482,1466300,58.06,-,0,0
ASIANPAINT,2022-05-31,EQ,2844.0,2844.0,2878.0,2811.0,2861.95,2408221,1506143,62.53999999999999,-,0,0
ASIANPAINT,2022-06-01,EQ,2859.65,2859.65,2939.9,2832.05,2855.0,1770795,595395,33.62,-,0,0
APOLLOHOSP,2022-05-30,EQ,3861.75,3890.0,3915.55,3820.45,3892.0,666686,188983,28.35,-,0,0
APOLLOHOSP,2022-05-31,EQ,3891.95,3855.0,3999.8,3839.05,3965.0,1361696,632260,46.43,-,0,0
APOLLOHOSP,2022-06-01,EQ,3979.3,3939.55,3989.75,3790.05,3849.95,794887,237267,29.850000000000005,-,0,0
AMBUJACEM,2022-05-30,EQ,366.3,368.5,372.5,366.75,371.25,5001959,2408715,48.16,-,0,0
AMBUJACEM,2022-05-31,EQ,371.55,371.55,372.8,368.65,370.4,11507115,9846524,85.57,-,0,0
AMBUJACEM,2022-06-01,EQ,369.4,370.0,373.0,369.15,372.0,2369910,918420,38.75,-,0,0
ADANITRANS,2022-05-30,EQ,2186.25,2199.0,2237.95,2140.2,2157.5,288673,138576,48.0,-,0,0
ADANITRANS,2022-05-31,EQ,2162.0,2150.0,2150.0,2053.9,2053.9,1190728,818180,68.71,-,0,0
ADANITRANS,2022-06-01,EQ,2055.0,2002.0,2002.0,1952.25,1956.0,678831,339890,50.07,-,0,0
ADANIPORTS,2022-05-30,EQ,703.1,714.0,737.0,710.0,735.0,5546106,1128939,20.36,-,0,0
ADANIPORTS,2022-05-31,EQ,734.7,731.1,749.0,728.0,736.8,6346866,1963841,30.94,-,0,0
ADANIPORTS,2022-06-01,EQ,739.85,739.8,743.7,729.05,737.4,3196984,776443,24.29,-,0,0
ADANIGREEN,2022-05-30,EQ,2166.45,2189.0,2216.95,2125.75,2143.2,750092,248796,33.17,-,0,0
ADANIGREEN,2022-05-31,EQ,2151.65,2140.0,2140.0,1833.1,1849.95,14897503,7573532,50.84000000000001,-,0,0
ADANIGREEN,2022-06-01,EQ,1888.95,1828.95,1889.85,1776.0,1846.0,4813035,1337347,27.79,-,0,0
ADANIENT,2022-05-30,EQ,2080.15,2120.0,2175.0,2102.0,2169.0,1384584,309026,22.32,-,0,0
ADANIENT,2022-05-31,EQ,2165.65,2160.0,2225.8,2150.4,2160.0,2861556,1102088,38.51,-,0,0
ADANIENT,2022-06-01,EQ,2167.55,2169.95,2189.3,2126.0,2155.0,1448212,449344,31.03,-,0,0
ACC,2022-05-30,EQ,2198.05,2208.0,2217.35,2196.15,2208.0,625645,366139,58.52,-,0,0
ACC,2022-05-31,EQ,2208.35,2214.9,2230.0,2190.35,2200.0,590767,324270,54.89000000000001,-,0,0
ACC,2022-06-01,EQ,2198.4,2205.9,2214.8,2182.5,2197.0,394675,199654,50.59,-,0,0
