
1655438959940 :: history :: {'symbol': 'NSE:SUNPHARMA-EQ', 'resolution': '10', 'date_format': '1', 'range_from': '2022-06-17', 'range_to': '2022-06-17', 'cont_flag': '1'} :: 1655438960058 :: {'s': 'ok', 'candles': [[1655437500, 805.2, 810.3, 799.3, 800.1, 336047], [1655438100, 800.1, 800.95, 794.3, 795.25, 223694], [1655438700, 795.25, 795.45, 793.15, 795.0, 74375]]}

1655438960376 :: history :: {'symbol': 'NSE:POWERGRID-EQ', 'resolution': '10', 'date_format': '1', 'range_from': '2022-06-17', 'range_to': '2022-06-17', 'cont_flag': '1'} :: 1655438960475 :: {'s': 'ok', 'candles': [[1655437500, 214.2, 216.75, 213.6, 215.2, 928488], [1655438100, 215.2, 215.7, 214.45, 214.85, 520627], [1655438700, 214.85, 215.45, 214.5, 214.75, 199738]]}

1655438960787 :: history :: {'symbol': 'NSE:ITC-EQ', 'resolution': '10', 'date_format': '1', 'range_from': '2022-06-17', 'range_to': '2022-06-17', 'cont_flag': '1'} :: 1655438960864 :: {'s': 'ok', 'candles': [[1655437500, 259.0, 261.5, 258.55, 260.9, 1199709], [1655438100, 260.9, 261.5, 259.15, 259.15, 541514], [1655438700, 259.15, 260.1, 259.0, 259.65, 358513]]}

1655438961176 :: history :: {'symbol': 'NSE:KOTAKBANK-EQ', 'resolution': '10', 'date_format': '1', 'range_from': '2022-06-17', 'range_to': '2022-06-17', 'cont_flag': '1'} :: 1655438964086 :: {'s': 'ok', 'candles': [[1655437500, 1661.0, 1675.0, 1657.85, 1659.8, 438089], [1655438100, 1659.8, 1664.95, 1648.6, 1650.7, 211939], [1655438700, 1650.7, 1654.65, 1650.7, 1653.55, 46745]]}

1655438964397 :: history :: {'symbol': 'NSE:BHARTIARTL-EQ', 'resolution': '10', 'date_format': '1', 'range_from': '2022-06-17', 'range_to': '2022-06-17', 'cont_flag': '1'} :: 1655438967266 :: {'s': 'ok', 'candles': [[1655437500, 656.0, 657.0, 648.05, 648.75, 905632], [1655438100, 648.5, 649.5, 645.5, 649.05, 535232], [1655438700, 649.1, 651.65, 648.5, 650.15, 202489]]}

1655438967580 :: history :: {'symbol': 'NSE:HCLTECH-EQ', 'resolution': '10', 'date_format': '1', 'range_from': '2022-06-17', 'range_to': '2022-06-17', 'cont_flag': '1'} :: 1655438970352 :: {'s': 'ok', 'candles': [[1655437500, 952.4, 961.35, 944.45, 958.0, 497747], [1655438100, 957.95, 958.0, 944.05, 948.6, 207520], [1655438700, 948.5, 950.55, 946.8, 949.5, 58788]]}

1655438970668 :: history :: {'symbol': 'NSE:TITAN-EQ', 'resolution': '10', 'date_format': '1', 'range_from': '2022-06-17', 'range_to': '2022-06-17', 'cont_flag': '1'} :: 1655438970756 :: {'s': 'ok', 'candles': [[1655437500, 2041.0, 2051.65, 2003.8, 2008.15, 346102], [1655438100, 2006.05, 2012.0, 1992.4, 2010.0, 265581], [1655438700, 2009.65, 2015.65, 2003.05, 2004.15, 41839]]}

