
1655352888787 :: history :: {'symbol': 'NSE:SUNPHARMA-EQ', 'resolution': '10', 'date_format': '1', 'range_from': '2022-06-16', 'range_to': '2022-06-16', 'cont_flag': '1'} :: 1655352888885 :: {'s': 'ok', 'candles': [[1655351100, 822.6, 826.0, 820.85, 823.8, 177576], [1655351700, 823.8, 825.4, 823.1, 825.35, 57646], [1655352300, 825.35, 825.75, 823.8, 824.2, 39579]]}

1655352889203 :: history :: {'symbol': 'NSE:POWERGRID-EQ', 'resolution': '10', 'date_format': '1', 'range_from': '2022-06-16', 'range_to': '2022-06-16', 'cont_flag': '1'} :: 1655352889276 :: {'s': 'ok', 'candles': [[1655351100, 223.35, 224.3, 220.3, 220.5, 724626], [1655351700, 220.4, 220.8, 218.65, 218.7, 836123], [1655352300, 218.8, 219.15, 218.25, 218.8, 357629]]}

1655352889588 :: history :: {'symbol': 'NSE:ITC-EQ', 'resolution': '10', 'date_format': '1', 'range_from': '2022-06-16', 'range_to': '2022-06-16', 'cont_flag': '1'} :: 1655352889663 :: {'s': 'ok', 'candles': [[1655351100, 267.0, 267.15, 264.65, 266.45, 586862], [1655351700, 266.3, 266.95, 265.75, 266.8, 293707], [1655352300, 266.7, 267.9, 266.35, 266.75, 496197]]}

1655352889974 :: history :: {'symbol': 'NSE:KOTAKBANK-EQ', 'resolution': '10', 'date_format': '1', 'range_from': '2022-06-16', 'range_to': '2022-06-16', 'cont_flag': '1'} :: 1655352890051 :: {'s': 'ok', 'candles': [[1655351100, 1742.0, 1753.55, 1742.0, 1743.9, 158492], [1655351700, 1743.85, 1745.45, 1738.2, 1739.0, 75539], [1655352300, 1739.0, 1739.45, 1735.5, 1735.5, 69625]]}

1655352890361 :: history :: {'symbol': 'NSE:BHARTIARTL-EQ', 'resolution': '10', 'date_format': '1', 'range_from': '2022-06-16', 'range_to': '2022-06-16', 'cont_flag': '1'} :: 1655352890435 :: {'s': 'ok', 'candles': [[1655351100, 683.1, 683.9, 677.1, 678.1, 436325], [1655351700, 678.0, 680.05, 676.1, 678.4, 242161], [1655352300, 678.4, 680.2, 677.8, 679.0, 148978]]}

1655352890745 :: history :: {'symbol': 'NSE:HCLTECH-EQ', 'resolution': '10', 'date_format': '1', 'range_from': '2022-06-16', 'range_to': '2022-06-16', 'cont_flag': '1'} :: 1655352890823 :: {'s': 'ok', 'candles': [[1655351100, 1007.0, 1007.0, 993.0, 993.55, 197539], [1655351700, 993.5, 996.55, 992.1, 993.75, 91272], [1655352300, 993.45, 993.75, 991.8, 992.4, 53405]]}

1655352891134 :: history :: {'symbol': 'NSE:TITAN-EQ', 'resolution': '10', 'date_format': '1', 'range_from': '2022-06-16', 'range_to': '2022-06-16', 'cont_flag': '1'} :: 1655352891208 :: {'s': 'ok', 'candles': [[1655351100, 2126.4, 2145.0, 2121.5, 2122.65, 101166], [1655351700, 2122.7, 2133.85, 2121.3, 2127.45, 42187], [1655352300, 2126.75, 2127.2, 2114.2, 2116.15, 34403]]}

1655352891520 :: history :: {'symbol': 'NSE:ICICIBANK-EQ', 'resolution': '10', 'date_format': '1', 'range_from': '2022-06-16', 'range_to': '2022-06-16', 'cont_flag': '1'} :: 1655352891601 :: {'s': 'ok', 'candles': [[1655351100, 700.0, 700.05, 696.0, 696.9, 872253], [1655351700, 696.9, 697.45, 695.6, 697.25, 279408], [1655352300, 697.4, 697.4, 695.25, 696.1, 226577]]}

1655352891913 :: history :: {'symbol': 'NSE:ONGC-EQ', 'resolution': '10', 'date_format': '1', 'range_from': '2022-06-16', 'range_to': '2022-06-16', 'cont_flag': '1'} :: 1655352891987 :: {'s': 'ok', 'candles': [[1655351100, 149.15, 151.55, 149.0, 149.1, 2308962], [1655351700, 149.1, 150.25, 148.6, 149.95, 1777565], [1655352300, 149.9, 150.6, 149.9, 150.2, 949994]]}

