,SYMBOL,Date,Series,Prev Close,Open,High,Low,Last,Close,VWAP,Volume,Turnover,Trades,Deliverable Volume,%Deliverble,Descripency Detail,Descripency,V AVERAGE
44,LT,2021-11-10,EQ,1943.6,1932.7,1954.0,1932.0,1950.0,1950.15,1945.41,3208195,624125552295000.0,85434,2042473,63.66,-,0,0.343
45,LT,2021-11-11,EQ,1950.15,1947.85,1981.75,1925.65,1934.1,1931.7,1959.77,7061537,1383900350680000.0,186174,4177836,59.16,-,0,0.343
48,ITC,2021-11-10,EQ,228.75,227.45,232.85,227.2,230.75,230.85,230.52,13431108,309618259800000.0,110805,4693940,34.95,-,0,0.336
49,ITC,2021-11-11,EQ,230.85,230.4,231.5,228.55,230.2,230.0,229.65,8134962,186817985730000.0,96104,3356619,41.26,-,0,0.336
80,CIPLA,2021-11-10,EQ,914.15,910.0,924.5,910.0,913.0,912.45,917.69,1597922,146640170280000.0,65612,645261,40.38,-,0,0.334
81,CIPLA,2021-11-11,EQ,912.45,912.45,912.45,896.0,906.0,904.9,902.43,1180372,106520617360000.0,54560,485454,41.13,-,0,0.334
74,DRREDDY,2021-11-10,EQ,4792.35,4784.1,4849.95,4774.0,4828.0,4829.35,4824.33,342234,165105135520000.0,32312,213077,62.260000000000005,-,0,0.329
75,DRREDDY,2021-11-11,EQ,4829.35,4831.0,4849.35,4784.0,4813.15,4814.95,4818.03,317260,152856863985000.0,27855,206681,65.15,-,0,0.329
92,BAJAJ-AUTO,2021-11-10,EQ,3794.45,3790.0,3801.6,3744.0,3780.0,3771.7,3765.11,373526,140636512059999.98,30300,235847,63.14000000000001,-,0,0.324
93,BAJAJ-AUTO,2021-11-11,EQ,3771.7,3774.5,3781.85,3726.0,3759.5,3749.95,3750.11,446382,167398094165000.0,31265,320928,71.9,-,0,0.324
64,HDFCBANK,2021-11-10,EQ,1572.25,1568.0,1569.0,1550.0,1555.0,1555.25,1556.97,6857063,1067626114135000.0,233747,5316027,77.53,-,0,0.323
65,HDFCBANK,2021-11-11,EQ,1555.25,1550.05,1554.9,1535.6,1549.6,1548.3,1543.95,3999702,617532328830000.0,157896,2359811,59.0,-,0,0.323
50,INFY,2021-11-10,EQ,1742.5,1726.0,1750.95,1721.95,1742.0,1740.15,1737.49,4780368,830585215715000.0,115801,3420233,71.55,-,0,0.322
51,INFY,2021-11-11,EQ,1740.15,1732.95,1739.75,1709.0,1735.0,1733.3,1723.79,4731349,815586953830000.0,128994,3365758,71.14,-,0,0.322
82,BRITANNIA,2021-11-10,EQ,3621.6,3629.45,3720.0,3600.0,3695.0,3698.5,3684.72,706755,260419571290000.0,61955,305915,43.28,-,0,0.299
83,BRITANNIA,2021-11-11,EQ,3698.5,3699.1,3718.0,3633.3,3644.8,3643.4,3660.04,298625,109297960505000.0,27686,181682,60.84,-,0,0.299
14,TCS,2021-11-10,EQ,3505.7,3498.0,3519.7,3480.2,3484.95,3484.3,3494.09,1516489,529875495555000.0,115924,955899,63.03,-,0,0.295
15,TCS,2021-11-11,EQ,3484.3,3480.0,3510.05,3436.0,3505.0,3488.2,3464.62,1284514,445034703155000.0,98386,614576,47.85,-,0,0.295
38,NESTLEIND,2021-11-10,EQ,18940.75,18947.9,19042.6,18800.0,18881.25,18952.9,18925.67,38059,72029218135000.0,15051,18606,48.89,-,0,0.285
39,NESTLEIND,2021-11-11,EQ,18952.9,18950.0,18950.0,18670.05,18898.0,18854.0,18798.68,41956,78871738025000.0,14724,21556,51.38,-,0,0.285
56,HINDUNILVR,2021-11-10,EQ,2431.15,2411.05,2420.0,2396.0,2397.5,2400.15,2404.54,1794509,431496041415000.0,141555,1390688,77.5,-,0,0.285
57,HINDUNILVR,2021-11-11,EQ,2400.15,2402.7,2406.95,2366.2,2379.0,2376.2,2380.38,1282647,305319160775000.0,91178,861531,67.17,-,0,0.285
