,SYMBOL,Date,Series,Prev Close,Open,High,Low,Last,Close,VWAP,Volume,Turnover,Trades,Deliverable Volume,%Deliverble,Descripency Detail,Descripency,V AVERAGE
97,ASIANPAINT,2021-09-29,EQ,3379.7,3365.0,3381.7,3310.0,3320.0,3323.05,3334.92,973387,324617234450000.0,87400,606740,62.33,-,0,0.346
36,NTPC,2021-09-28,EQ,126.85,127.5,133.65,127.35,131.6,131.95,131.62,35900138,472526955360000.06,155824,13979397,38.94,-,0,0.345
37,NTPC,2021-09-29,EQ,131.95,131.4,144.25,130.6,140.4,140.65,139.46,75859390,1057941386360000.0,355026,29257264,38.57,-,0,0.345
76,DRREDDY,2021-09-28,EQ,4791.65,4809.9,4854.1,4755.1,4847.95,4833.15,4791.7,305446,146360634910000.0,27438,145554,47.65,-,0,0.341
77,DRREDDY,2021-09-29,EQ,4833.15,4833.0,4922.9,4791.65,4885.0,4881.0,4884.08,655070,319941205025000.0,72250,229297,35.0,-,0,0.341
66,HDFCBANK,2021-09-28,EQ,1625.1,1632.0,1632.0,1582.0,1606.8,1615.05,1605.07,6386895,1025141750715000.0,193041,3472588,54.37,-,0,0.335
67,HDFCBANK,2021-09-29,EQ,1615.05,1597.0,1606.6,1585.15,1594.85,1593.85,1595.02,8131518,1296994238935000.0,180383,5400885,66.42,-,0,0.335
92,BAJAJ-AUTO,2021-09-28,EQ,3913.4,3929.0,3944.8,3875.4,3911.0,3908.7,3910.88,478682,187206744860000.0,37476,150822,31.510000000000005,-,0,0.335
93,BAJAJ-AUTO,2021-09-29,EQ,3908.7,3900.0,3935.9,3850.0,3892.0,3899.25,3889.2,379896,147749072200000.0,36113,107732,28.360000000000003,-,0,0.335
78,DIVISLAB,2021-09-28,EQ,4932.55,4965.0,4965.0,4701.0,4794.0,4784.05,4794.87,1028992,493388633715000.0,94298,627466,60.98,-,0,0.333
79,DIVISLAB,2021-09-29,EQ,4784.05,4789.0,4914.3,4752.1,4805.4,4806.45,4836.62,877223,424279670855000.0,89266,364142,41.51,-,0,0.333
52,INFY,2021-09-28,EQ,1721.15,1710.0,1710.0,1675.0,1686.3,1687.1,1687.94,6557197,1106814687110000.0,321289,4432200,67.59,-,0,0.325
53,INFY,2021-09-29,EQ,1687.1,1659.25,1701.4,1655.0,1688.55,1692.25,1683.09,7792548,1311558785725000.0,252164,5097015,65.41,-,0,0.325
48,ITC,2021-09-28,EQ,238.7,239.85,241.6,236.3,237.25,237.75,238.82,15713947,375287373475000.0,126931,6473185,41.19,-,0,0.321
49,ITC,2021-09-29,EQ,237.75,236.0,241.4,235.7,237.85,238.1,238.18,15450046,367985665290000.0,125680,6183100,40.02,-,0,0.321
84,BRITANNIA,2021-09-28,EQ,4009.6,4005.2,4068.95,3990.05,3999.95,4003.65,4015.91,354948,142544049215000.0,19184,209652,59.07,-,0,0.314
85,BRITANNIA,2021-09-29,EQ,4003.65,3982.0,4019.9,3959.15,3975.0,3972.75,3978.97,332446,132279422445000.0,23823,209012,62.870000000000005,-,0,0.314
38,NESTLEIND,2021-09-28,EQ,19642.2,19690.0,19718.65,19459.05,19507.0,19544.75,19582.61,57686,112964250815000.02,13626,33584,58.220000000000006,-,0,0.298
39,NESTLEIND,2021-09-29,EQ,19544.75,19544.75,19700.0,19421.65,19474.0,19506.75,19532.81,46295,90427131845000.0,12856,23543,50.85000000000001,-,0,0.298
58,HINDUNILVR,2021-09-28,EQ,2709.5,2725.0,2754.45,2709.9,2725.8,2723.85,2726.97,1078052,293981722905000.0,77852,627253,58.18,-,0,0.291
59,HINDUNILVR,2021-09-29,EQ,2723.85,2714.95,2744.45,2677.0,2689.0,2685.3,2699.78,1503894,406019001170000.0,102368,998751,66.41,-,0,0.291
