SYMBOL,Date,Series,Prev Close,Open,High,Low,Last,Close,VWAP,Volume,Turnover,Trades,Deliverable Volume,%Deliverble,Descripency Detail,Descripency
ZOMATO,2022-06-22,EQ,66.05,65.95,68.6,65.0,66.95,67.6,67.45,35026600,236237036130000.03,91281,2776819,7.93,"Vol Down, Delivery Up",1
ZOMATO,2022-06-23,EQ,67.6,67.05,70.0,66.5,69.4,69.55,69.01,33785882,233167493800000.0,84716,4990836,19.43,"Vol Down, Delivery Up",1
UPL,2022-06-22,EQ,654.2,650.2,651.95,611.0,613.0,613.65,620.17,4180495,259263214915000.0,104487,1053553,25.2,"Vol Down, Delivery Up",1
UPL,2022-06-23,EQ,613.65,613.0,635.65,607.5,633.05,633.2,622.93,3857527,240298549900000.0,81233,1086989,33.62,"Vol Down, Delivery Up",1
ULTRACEMCO,2022-06-22,EQ,5418.9,5400.0,5428.0,5320.0,5395.0,5409.95,5369.92,214821,115357246390000.02,24495,73742,34.33,"Vol Up, Delivery Down",1
ULTRACEMCO,2022-06-23,EQ,5409.95,5428.0,5498.9,5358.05,5414.95,5410.3,5436.85,296712,161317830890000.0,38914,69271,28.1,"Vol Up, Delivery Down",1
TECHM,2022-06-22,EQ,1000.1,996.95,996.95,968.0,983.0,980.0,981.07,2719988,266849186265000.0,110276,1144834,42.09,"Vol Up, Delivery Down",1
TECHM,2022-06-23,EQ,980.0,981.1,998.55,971.25,991.95,991.1,988.98,2915172,288305946145000.0,97612,1003473,46.85,"Vol Up, Delivery Down",1
TCS,2022-06-22,EQ,3211.95,3199.9,3250.55,3183.0,3225.3,3222.95,3220.58,3336315,1074486762170000.1,156829,2075091,62.2,"Vol Up, Delivery Down",1
TCS,2022-06-23,EQ,3222.95,3222.95,3318.0,3222.95,3312.95,3308.8,3278.6,3692578,1210647099125000.0,185416,2069270,71.86,"Vol Up, Delivery Down",1
TATASTEEL,2022-06-22,EQ,884.8,872.95,873.85,835.7,836.8,838.1,849.47,10987739,933378706379999.9,282263,2974060,27.07,"Vol Up, Delivery Down",1
TATASTEEL,2022-06-23,EQ,838.1,840.0,855.95,827.0,840.75,841.3,841.5,11151584,938404400429999.9,241728,2197275,25.27,"Vol Up, Delivery Down",1
SBIN,2022-06-22,EQ,450.75,448.75,451.2,444.65,447.05,447.65,447.71,11066447,495458591980000.0,111722,4316772,39.01,"Vol Up, Delivery Down",1
SBIN,2022-06-23,EQ,447.65,449.0,456.45,446.0,451.25,451.4,451.63,12229833,552339167125000.0,157832,3511397,35.73,"Vol Up, Delivery Down",1
POWERGRID,2022-06-22,EQ,210.35,210.8,211.25,208.2,210.6,210.65,209.91,7693228,161485570925000.0,70359,5073947,65.95,"Vol Up, Delivery Down",1
POWERGRID,2022-06-23,EQ,210.65,210.1,211.7,206.15,208.15,208.55,208.06,9835894,204649754010000.0,102883,3798904,53.31,"Vol Up, Delivery Down",1
PIIND,2022-06-22,EQ,2548.0,2548.0,2548.0,2459.35,2484.0,2484.95,2499.18,159966,39978408700000.0,25261,74322,46.46,"Vol Up, Delivery Down",1
PIIND,2022-06-23,EQ,2484.95,2484.95,2564.4,2480.1,2515.55,2519.65,2526.11,214775,54254467625000.0,19910,71864,49.73,"Vol Up, Delivery Down",1
PGHH,2022-06-22,EQ,13337.7,13225.0,13379.9,13154.7,13250.0,13288.3,13255.92,1462,1938015395000.0,867,626,42.82,"Vol Up, Delivery Down",1
PGHH,2022-06-23,EQ,13288.3,13216.0,13381.0,13215.95,13339.95,13305.2,13317.55,2498,3326724300000.0,1003,599,71.57,"Vol Up, Delivery Down",1
PAYTM,2022-06-22,EQ,638.5,639.0,639.0,618.2,620.25,621.7,627.56,1386867,87033779385000.0,33155,263122,18.97,"Vol Up, Delivery Down",1
PAYTM,2022-06-23,EQ,621.7,621.7,634.9,621.15,626.75,628.0,628.42,1446201,90882809110000.0,28568,260012,24.31,"Vol Up, Delivery Down",1
NYKAA,2022-06-22,EQ,1392.15,1389.65,1425.0,1345.3,1350.0,1355.95,1387.7,326906,45364584000000.0,21551,63942,19.56,"Vol Up, Delivery Down",1
NYKAA,2022-06-23,EQ,1355.95,1359.6,1449.9,1359.6,1429.0,1431.8,1408.9,396795,55904326685000.0,29419,55435,30.990000000000002,"Vol Up, Delivery Down",1
NTPC,2022-06-22,EQ,139.95,139.95,139.95,136.55,137.7,137.65,138.0,8317317,114781026390000.02,64762,2947205,35.43,"Vol Up, Delivery Down",1
